着順,枠番,馬名,父親,母親,性別,年齢,体重変化量,騎手,人気,調教師,種別,回り方,距離,天気,状態
12,6,アジュールローズ,ヴィクトワールピサ,ヴィアンローズ,牡,3,-2,H.ボウマン,13,古賀慎明,芝,左,2400m,晴,良
13,7,ヴァンキッシュラン,ディープインパクト,リリーオブザヴァレー,牡,3,6,内田博幸,6,角居勝彦,芝,左,2400m,晴,良
14,3,アグネスフォルテ,ハービンジャー,アグネスリース,牡,3,-8,松山弘平,16,長浜博之,芝,左,2400m,晴,良
15,7,イモータル,マンハッタンカフェ,ショアー,牡,3,-2,石川裕紀人,15,須貝尚介,芝,左,2400m,晴,良
16,1,マイネルハニー,マツリダゴッホ,ブライアンハニー,牡,3,0,柴田大知,14,栗田博憲,芝,左,2400m,晴,良
17,8,プロフェット,ハービンジャー,ジュモー,牡,3,-4,浜中俊,18,池江泰寿,芝,左,2400m,晴,良
18,8,ブレイブスマッシュ,トーセンファントム,トーセンスマッシュ,牡,3,-2,横山典弘,17,小笠倫弘,芝,左,2400m,晴,良
1,5,ロゴタイプ,ローエングリン,ステレオタイプ,牡,6,-2,田辺裕信,8,田中剛,芝,左,1600m,晴,良
2,6,モーリス,スクリーンヒーロー,メジロフランシス,牡,5,-4,T.ベリー,1,堀宣行,芝,左,1600m,晴,良
3,7,フィエロ,ディープインパクト,ルビー,牡,7,-8,内田博幸,6,藤原英昭,芝,左,1600m,晴,良
4,6,サトノアラジン,ディープインパクト,マジックストーム,牡,5,0,川田将雅,3,池江泰寿,芝,左,1600m,晴,良
5,7,イスラボニータ,フジキセキ,イスラコジーン,牡,5,0,蛯名正義,4,栗田博憲,芝,左,1600m,晴,良
6,4,ディサイファ,ディープインパクト,ミズナ,牡,7,-6,武豊,7,小島太,芝,左,1600m,晴,良
7,2,ダノンシャーク,ディープインパクト,カーラパワー,牡,8,-4,岩田康誠,11,大久保龍志,芝,左,1600m,晴,良
8,1,クラレント,ダンスインザダーク,エリモピクシー,牡,7,-8,小牧太,10,橋口慎介,芝,左,1600m,晴,良
9,3,ロサギガンティア,フジキセキ,ターフローズ,牡,5,6,M.デムーロ,5,藤沢和雄,芝,左,1600m,晴,良
10,8,レッドアリオン,アグネスタキオン,エリモピクシー,牡,6,-6,川須栄彦,12,橋口慎介,芝,左,1600m,晴,良
11,8,リアルスティール,ディープインパクト,ラヴズオンリーミー,牡,4,0,福永祐一,2,矢作芳人,芝,左,1600m,晴,良
12,5,コンテントメント,-,-,せん,6,-21,B.プレブル,9,J.サイズ,芝,左,1600m,晴,良
1,8,マリアライト,ディープインパクト,クリソプレーズ,牝,5,0,蛯名正義,8,久保田貴士,芝,右,2200m,晴,稍重
2,5,ドゥラメンテ,キングカメハメハ,アドマイヤグルーヴ,牡,4,0,M.デムーロ,1,堀宣行,芝,右,2200m,晴,稍重
3,2,キタサンブラック,ブラックタイド,シュガーハート,牡,4,12,武豊,2,清水久詞,芝,右,2200m,晴,稍重
4,4,ラブリーデイ,キングカメハメハ,ポップコーンジャズ,牡,6,-4,C.ルメール,4,池江泰寿,芝,右,2200m,晴,稍重
5,4,ステファノス,ディープインパクト,ココシュニック,牡,5,-2,戸崎圭太,7,藤原英昭,芝,右,2200m,晴,稍重
6,8,サトノクラウン,Marju,ジョコンダ2,牡,4,3,岩田康誠,9,堀宣行,芝,右,2200m,晴,稍重
7,3,ラストインパクト,ディープインパクト,スペリオルパール,牡,6,0,川田将雅,11,角居勝彦,芝,右,2200m,晴,稍重
8,6,サトノノブレス,ディープインパクト,クライウィズジョイ,牡,6,-8,和田竜二,10,池江泰寿,芝,右,2200m,晴,稍重
9,3,シュヴァルグラン,ハーツクライ,ハルーワスウィート,牡,4,0,福永祐一,5,友道康夫,芝,右,2200m,晴,稍重
10,7,ヒットザターゲット,キングカメハメハ,ラティール,牡,8,0,小牧太,17,加藤敬二,芝,右,2200m,晴,稍重
11,5,カレンミロティック,ハーツクライ,スターミー,せん,8,0,T.ベリー,14,平田修,芝,右,2200m,晴,稍重
12,7,タッチングスピーチ,ディープインパクト,リッスン,牝,4,2,浜中俊,16,石坂正,芝,右,2200m,晴,稍重
13,8,ヤマカツエース,キングカメハメハ,ヤマカツマリリン,牡,4,-4,池添謙一,15,池添兼雄,芝,右,2200m,晴,稍重
14,2,ワンアンドオンリー,ハーツクライ,ヴァーチュ,牡,5,0,田辺裕信,13,橋口慎介,芝,右,2200m,晴,稍重
15,6,トーホウジャッカル,スペシャルウィーク,トーホウガイア,牡,5,0,酒井学,6,谷潔,芝,右,2200m,晴,稍重
16,1,アンビシャス,ディープインパクト,カーニバルソング,牡,4,2,横山典弘,3,音無秀孝,芝,右,2200m,晴,稍重
17,1,フェイムゲーム,ハーツクライ,ホールオブフェーム,牡,6,-2,柴山雄一,12,宗像義忠,芝,右,2200m,晴,稍重
1,7,レッドファルクス,スウェプトオーヴァーボード,ベルモット,牡,5,6,M.デムーロ,3,尾関知人,芝,右,1200m,晴,良
2,8,ミッキーアイル,ディープインパクト,スターアイル,牡,5,-4,松山弘平,2,音無秀孝,芝,右,1200m,晴,良
3,2,ソルヴェイグ,ダイワメジャー,アスドゥクール,牝,3,-10,田辺裕信,9,鮫島一歩,芝,右,1200m,晴,良
4,3,シュウジ,キンシャサノキセキ,カストリア,牡,3,12,川田将雅,5,須貝尚介,芝,右,1200m,晴,良
5,4,スノードラゴン,アドマイヤコジーン,マイネカプリース,牡,8,2,大野拓弥,12,高木登,芝,右,1200m,晴,良
6,8,ネロ,ヨハネスブルグ,ニシノタカラヅカ,牡,5,2,内田博幸,8,森秀行,芝,右,1200m,晴,良
7,5,サトノルパン,ディープインパクト,エリモピクシー,牡,5,-14,和田竜二,14,村山明,芝,右,1200m,晴,良
8,2,ティーハーフ,ストーミングホーム,ビールジャント,牡,6,-6,池添謙一,16,西浦勝一,芝,右,1200m,晴,良
9,6,レッツゴードンキ,キングカメハメハ,マルトク,牝,4,2,岩田康誠,7,梅田智之,芝,右,1200m,晴,良
10,3,ベルカント,サクラバクシンオー,セレブラール,牝,5,2,蛯名正義,11,角田晃一,芝,右,1200m,晴,良
