着順,枠番,馬名,父親,母親,性別,年齢,体重変化量,騎手,人気,調教師,種別,回り方,距離,天気,状態
8,5,シュヴァルグラン,ハーツクライ,ハルーワスウィート,牡,5,2,福永祐一,6,友道康夫,芝,右,2200m,曇,稍重
9,8,キタサンブラック,ブラックタイド,シュガーハート,牡,5,6,武豊,1,清水久詞,芝,右,2200m,曇,稍重
10,4,クラリティシチー,キングカメハメハ,タイキクラリティ,牡,6,-6,松山弘平,11,上原博之,芝,右,2200m,曇,稍重
11,7,ヒットザターゲット,キングカメハメハ,ラティール,牡,9,4,川田将雅,10,加藤敬二,芝,右,2200m,曇,稍重
1,4,レッドファルクス,スウェプトオーヴァーボード,ベルモット,牡,6,0,M.デムーロ,1,尾関知人,芝,右,1200m,曇,良
2,1,レッツゴードンキ,キングカメハメハ,マルトク,牝,5,0,岩田康誠,5,梅田智之,芝,右,1200m,曇,良
3,3,ワンスインナムーン,アドマイヤムーン,ツーデイズノーチス,牝,4,0,石橋脩,7,斎藤誠,芝,右,1200m,曇,良
4,1,スノードラゴン,アドマイヤコジーン,マイネカプリース,牡,9,6,大野拓弥,16,高木登,芝,右,1200m,曇,良
5,6,ブリザード,-,-,せん,6,-6,G.モッセ,12,P.イウ,芝,右,1200m,曇,良
6,5,ビッグアーサー,サクラバクシンオー,シヤボナ,牡,6,3,福永祐一,8,藤岡健一,芝,右,1200m,曇,良
7,5,メラグラーナ,Fastnet Rock,Ghaliah,牝,5,-10,戸崎圭太,2,池添学,芝,右,1200m,曇,良
8,8,ダンスディレクター,アルデバラン2,マザーリーフ,牡,7,2,浜中俊,9,笹田和秀,芝,右,1200m,曇,良
9,2,フィドゥーシア,Medaglia d Oro,Believe,牝,5,-6,三浦皇成,13,松元茂樹,芝,右,1200m,曇,良
10,8,シュウジ,キンシャサノキセキ,カストリア,牡,4,-2,横山典弘,14,須貝尚介,芝,右,1200m,曇,良
11,2,セイウンコウセイ,アドマイヤムーン,オブザーヴァント,牡,4,-4,幸英明,3,上原博之,芝,右,1200m,曇,良
12,7,ファインニードル,アドマイヤムーン,ニードルクラフト,牡,4,6,内田博幸,6,高橋義忠,芝,右,1200m,曇,良
13,3,ラインミーティア,メイショウボーラー,アラマサフェアリー,牡,7,6,西田雄一郎,10,水野貴広,芝,右,1200m,曇,良
14,6,モンドキャンノ,キンシャサノキセキ,レイズアンドコール,牡,3,2,池添謙一,11,安田隆行,芝,右,1200m,曇,良
15,4,ダイアナヘイロー,キングヘイロー,ヤマカツセイレーン,牝,4,0,武豊,4,福島信晴,芝,右,1200m,曇,良
16,7,ネロ,ヨハネスブルグ,ニシノタカラヅカ,牡,6,6,勝浦正樹,15,森秀行,芝,右,1200m,曇,良
1,7,ディアドラ,ハービンジャー,ライツェント,牝,3,12,C.ルメール,3,橋田満,芝,右,2000m,雨,重
2,4,リスグラシュー,ハーツクライ,リリサイド,牝,3,2,武豊,4,矢作芳人,芝,右,2000m,雨,重
3,2,モズカッチャン,ハービンジャー,サイトディーラー,牝,3,-4,M.デムーロ,5,鮫島一歩,芝,右,2000m,雨,重
4,1,ラビットラン,Tapit,Amelia,牝,3,4,和田竜二,6,角居勝彦,芝,右,2000m,雨,重
5,4,カワキタエンカ,ディープインパクト,カワキタラブポップ,牝,3,2,北村友一,8,浜田多実雄,芝,右,2000m,雨,重
6,2,ブラックオニキス,ブラックタイド,ラリマー,牝,3,4,大野拓弥,15,加藤和宏,芝,右,2000m,雨,重
7,1,アエロリット,クロフネ,アステリックス,牝,3,-10,横山典弘,1,菊沢隆徳,芝,右,2000m,雨,重
8,6,ミリッサ,ダイワメジャー,シンハリーズ,牝,3,2,福永祐一,7,石坂正,芝,右,2000m,雨,重
9,8,ポールヴァンドル,ダイワメジャー,レディドーヴィル,牝,3,2,三浦皇成,11,上原博之,芝,右,2000m,雨,重
10,7,リカビトス,ディープブリランテ,エンシェントヒル,牝,3,2,浜中俊,9,奥村武,芝,右,2000m,雨,重
11,7,ヴゼットジョリー,ローエングリン,フレンチビキニ,牝,3,-2,菱田裕二,18,中内田充正,芝,右,2000m,雨,重
12,3,ブラックスビーチ,ディープインパクト,ビジュアルショック,牝,3,2,川田将雅,14,角居勝彦,芝,右,2000m,雨,重
13,8,ファンディーナ,ディープインパクト,ドリームオブジェニー,牝,3,-8,岩田康誠,2,高野友和,芝,右,2000m,雨,重
14,6,レーヌミノル,ダイワメジャー,ダイワエンジェル,牝,3,4,池添謙一,10,本田優,芝,右,2000m,雨,重
15,5,ハローユニコーン,ハーツクライ,サンタローズ,牝,3,2,田辺裕信,16,鮫島一歩,芝,右,2000m,雨,重
16,3,メイショウオワラ,ディープブリランテ,メイショウヤワラ,牝,3,2,松若風馬,12,岡田稲男,芝,右,2000m,雨,重
17,5,タガノヴェローナ,クロフネ,タガノレヴェントン,牝,3,4,幸英明,17,中村均,芝,右,2000m,雨,重
18,8,カリビアンゴールド,ステイゴールド,サバナパディーダ,牝,3,-2,田中勝春,13,小島太,芝,右,2000m,雨,重
1,7,キセキ,ルーラーシップ,ブリッツフィナーレ,牡,3,2,M.デムーロ,1,角居勝彦,芝,右,3000m,雨,不良
2,2,クリンチャー,ディープスカイ,ザフェイツ,牡,3,-8,藤岡佑介,10,宮本博,芝,右,3000m,雨,不良
3,7,ポポカテペトル,ディープインパクト,ミスパスカリ,牡,3,-4,和田竜二,13,友道康夫,芝,右,3000m,雨,不良
4,3,マイネルヴンシュ,ステイゴールド,マイネシャローナ,牡,3,6,柴田大知,11,水野貴広,芝,右,3000m,雨,不良
5,7,ダンビュライト,ルーラーシップ,タンザナイト,牡,3,-2,武豊,4,音無秀孝,芝,右,3000m,雨,不良
6,6,ミッキースワロー,トーセンホマレボシ,マドレボニータ,牡,3,-2,横山典弘,3,菊沢隆徳,芝,右,3000m,雨,不良
7,8,アルアイン,ディープインパクト,ドバイマジェスティ,牡,3,-6,C.ルメール,2,池江泰寿,芝,右,3000m,雨,不良
8,5,クリノヤマトノオー,ジャングルポケット,ブリュンヒルト,牡,3,4,幸英明,16,高橋義忠,芝,右,3000m,雨,不良
9,8,プラチナヴォイス,エンパイアメーカー,プレザントブリーズ,牡,3,8,田辺裕信,18,鮫島一歩,芝,右,3000m,雨,不良
10,6,サトノクロニクル,ハーツクライ,トゥーピー,牡,3,2,福永祐一,6,池江泰寿,芝,右,3000m,雨,不良
11,4,サトノアーサー,ディープインパクト,キングスローズ,牡,3,2,川田将雅,5,池江泰寿,芝,右,3000m,雨,不良
12,1,ブレスジャーニー,バトルプラン,エルフィンパーク,牡,3,14,柴田善臣,12,佐々木晶三,芝,右,3000m,雨,不良
13,5,ベストアプローチ,New Approach,Sant Elena,牡,3,-2,岩田康誠,9,藤原英昭,芝,右,3000m,雨,不良
14,2,スティッフェリオ,ステイゴールド,シリアスアティテュード,牡,3,4,松若風馬,14,音無秀孝,芝,右,3000m,雨,不良
15,3,トリコロールブルー,ステイゴールド,ペンカナプリンセス,牡,3,-12,戸崎圭太,8,友道康夫,芝,右,3000m,雨,不良
16,1,ウインガナドル,ステイゴールド,タイムフェアレディ,牡,3,2,津村明秀,7,上原博之,芝,右,3000m,雨,不良
17,4,アダムバローズ,ハーツクライ,チャチャリーノ,牡,3,4,池添謙一,17,角田晃一,芝,右,3000m,雨,不良
18,8,マイスタイル,ハーツクライ,ファーストナイナー,牡,3,-2,四位洋文,15,昆貢,芝,右,3000m,雨,不良
1,4,キタサンブラック,ブラックタイド,シュガーハート,牡,5,0,武豊,1,清水久詞,芝,左,2000m,雨,不良
2,1,サトノクラウン,Marju,ジョコンダ2,牡,5,10,M.デムーロ,2,堀宣行,芝,左,2000m,雨,不良
3,4,レインボーライン,ステイゴールド,レーゲンボーゲン,牡,4,8,岩田康誠,13,浅見秀一,芝,左,2000m,雨,不良
4,2,リアルスティール,ディープインパクト,ラヴズオンリーミー,牡,5,2,V.シュミノー,3,矢作芳人,芝,左,2000m,雨,不良
5,7,マカヒキ,ディープインパクト,ウィキウィキ,牡,4,2,内田博幸,9,友道康夫,芝,左,2000m,雨,不良
6,5,ソウルスターリング,Frankel,スタセリタ,牝,3,0,C.ルメール,4,藤沢和雄,芝,左,2000m,雨,不良
7,3,ディサイファ,ディープインパクト,ミズナ,牡,8,4,柴山雄一,15,小島太,芝,左,2000m,雨,不良
8,1,サクラアンプルール,キングカメハメハ,サクラメガ,牡,6,6,蛯名正義,12,金成貴史,芝,左,2000m,雨,不良
9,7,グレーターロンドン,ディープインパクト,ロンドンブリッジ,牡,5,-2,田辺裕信,6,大竹正博,芝,左,2000m,雨,不良
10,6,ステファノス,ディープインパクト,ココシュニック,牡,6,8,戸崎圭太,10,藤原英昭,芝,左,2000m,雨,不良
11,3,ヤマカツエース,キングカメハメハ,ヤマカツマリリン,牡,5,-4,池添謙一,7,池添兼雄,芝,左,2000m,雨,不良
12,5,ミッキーロケット,キングカメハメハ,マネーキャントバイミーラヴ,牡,4,-8,和田竜二,14,音無秀孝,芝,左,2000m,雨,不良
13,2,ネオリアリズム,ネオユニヴァース,トキオリアリティー,牡,6,16,A.シュタルケ,8,堀宣行,芝,左,2000m,雨,不良
14,6,ロードヴァンドール,ダイワメジャー,ジャズキャット,牡,4,16,太宰啓介,18,昆貢,芝,左,2000m,雨,不良
15,8,シャケトラ,マンハッタンカフェ,サマーハ,牡,4,16,C.デムーロ,11,角居勝彦,芝,左,2000m,雨,不良
16,8,カデナ,ディープインパクト,フレンチリヴィエラ,牡,3,2,福永祐一,17,中竹和也,芝,左,2000m,雨,不良
17,8,ワンアンドオンリー,ハーツクライ,ヴァーチュ,牡,6,2,横山典弘,16,橋口慎介,芝,左,2000m,雨,不良
18,7,サトノアラジン,ディープインパクト,マジックストーム,牡,6,0,川田将雅,5,池江泰寿,芝,左,2000m,雨,不良
1,3,モズカッチャン,ハービンジャー,サイトディーラー,牝,3,-2,M.デムーロ,5,鮫島一歩,芝,右,2200m,晴,良
2,2,クロコスミア,ステイゴールド,デヴェロッペ,牝,4,4,和田竜二,9,西浦勝一,芝,右,2200m,晴,良
3,5,ミッキークイーン,ディープインパクト,ミュージカルウェイ,牝,5,-6,浜中俊,3,池江泰寿,芝,右,2200m,晴,良
4,7,マキシマムドパリ,キングカメハメハ,マドモアゼルドパリ,牝,5,-2,藤岡佑介,12,松元茂樹,芝,右,2200m,晴,良
5,8,ヴィブロス,ディープインパクト,ハルーワスウィート,牝,4,2,C.ルメール,1,友道康夫,芝,右,2200m,晴,良
6,6,スマートレイアー,ディープインパクト,スノースタイル,牝,7,4,川田将雅,6,大久保龍志,芝,右,2200m,晴,良
7,4,クイーンズリング,マンハッタンカフェ,アクアリング,牝,5,4,C.デムーロ,8,吉村圭司,芝,右,2200m,晴,良
8,3,リスグラシュー,ハーツクライ,リリサイド,牝,3,6,福永祐一,7,矢作芳人,芝,右,2200m,晴,良
9,8,ルージュバック,マンハッタンカフェ,ジンジャーパンチ,牝,5,-2,R.ムーア,2,大竹正博,芝,右,2200m,晴,良
10,2,トーセンビクトリー,キングカメハメハ,トゥザヴィクトリー,牝,5,-6,A.アッゼニ,11,角居勝彦,芝,右,2200m,晴,良
11,8,エテルナミノル,エンパイアメーカー,ダイワジェラート,牝,4,2,四位洋文,16,本田優,芝,右,2200m,晴,良
12,6,ディアドラ,ハービンジャー,ライツェント,牝,3,2,岩田康誠,4,橋田満,芝,右,2200m,晴,良
13,5,デンコウアンジュ,メイショウサムソン,デンコウラッキー,牝,4,2,蛯名正義,13,荒川義之,芝,右,2200m,晴,良
14,1,クインズミラーグロ,マンハッタンカフェ,ジャストトゥートゥー,牝,5,0,藤岡康太,14,和田正道,芝,右,2200m,晴,良
14,1,ハッピーユニバンス,ジャングルポケット,アドマイヤセラヴィ,牝,5,2,池添謙一,17,平田修,芝,右,2200m,晴,良
16,7,ジュールポレール,ディープインパクト,サマーナイトシティ,牝,4,0,幸英明,10,西園正都,芝,右,2200m,晴,良
17,4,タッチングスピーチ,ディープインパクト,リッスン,牝,5,-4,松山弘平,15,石坂正,芝,右,2200m,晴,良
18,7,ウキヨノカゼ,オンファイア,アドマイヤダッシュ,牝,7,0,横山典弘,18,菊沢隆徳,芝,右,2200m,晴,良
1,8,ペルシアンナイト,ハービンジャー,オリエントチャーム,牡,3,12,M.デムーロ,4,池江泰寿,芝,右,1600m,晴,稍重
2,6,エアスピネル,キングカメハメハ,エアメサイア,牡,4,4,R.ムーア,2,笹田和秀,芝,右,1600m,晴,稍重
3,2,サングレーザー,ディープインパクト,マンティスハント,牡,3,6,福永祐一,7,浅見秀一,芝,右,1600m,晴,稍重
4,5,レーヌミノル,ダイワメジャー,ダイワエンジェル,牝,3,-6,和田竜二,10,本田優,芝,右,1600m,晴,稍重
5,6,イスラボニータ,フジキセキ,イスラコジーン,牡,6,2,C.ルメール,1,栗田博憲,芝,右,1600m,晴,稍重
6,1,ブラックムーン,アドマイヤムーン,ロイヤルアタック,牡,5,12,A.アッゼニ,17,西浦勝一,芝,右,1600m,晴,稍重
7,5,クルーガー,キングカメハメハ,アディクティド,牡,5,8,A.シュタルケ,8,高野友和,芝,右,1600m,晴,稍重
8,4,レッドファルクス,スウェプトオーヴァーボード,ベルモット,牡,6,-2,C.デムーロ,3,尾関知人,芝,右,1600m,晴,稍重
9,7,グランシルク,ステイゴールド,ルシルク,牡,5,-6,田辺裕信,9,戸田博文,芝,右,1600m,晴,稍重
10,7,ムーンクレスト,アドマイヤムーン,ビューティーコンテスト,牡,5,2,藤岡佑介,18,本田優,芝,右,1600m,晴,稍重
11,7,ガリバルディ,ディープインパクト,シェンク,牡,6,10,岩田康誠,15,藤原英昭,芝,右,1600m,晴,稍重
12,3,サトノアラジン,ディープインパクト,マジックストーム,牡,6,0,川田将雅,5,池江泰寿,芝,右,1600m,晴,稍重
13,3,ダノンメジャー,ダイワメジャー,ヴィヤダーナ,牡,5,-4,北村友一,16,橋口慎介,芝,右,1600m,晴,稍重
14,2,ヤングマンパワー,スニッツェル,スナップショット,牡,5,-2,石橋脩,12,手塚貴久,芝,右,1600m,晴,稍重
15,4,マルターズアポジー,ゴスホークケン,マルターズヒート,牡,5,-6,武士沢友治,6,堀井雅広,芝,右,1600m,晴,稍重
16,1,アメリカズカップ,マンハッタンカフェ,ベガスナイト,牡,3,4,松山弘平,13,音無秀孝,芝,右,1600m,晴,稍重
17,8,ウインガニオン,ステイゴールド,チャンネルワン,牡,5,4,津村明秀,11,西園正都,芝,右,1600m,晴,稍重
18,8,ジョーストリクトリ,ジョーカプチーノ,ジョーアラマート,牡,3,6,武豊,14,清水久詞,芝,右,1600m,晴,稍重
1,1,シュヴァルグラン,ハーツクライ,ハルーワスウィート,牡,5,-2,H.ボウマン,5,友道康夫,芝,左,2400m,晴,良
2,1,レイデオロ,キングカメハメハ,ラドラーダ,牡,3,8,C.ルメール,2,藤沢和雄,芝,左,2400m,晴,良
3,2,キタサンブラック,ブラックタイド,シュガーハート,牡,5,0,武豊,1,清水久詞,芝,左,2400m,晴,良
4,6,マカヒキ,ディープインパクト,ウィキウィキ,牡,4,-4,内田博幸,6,友道康夫,芝,左,2400m,晴,良
5,7,アイダホ,-,-,牡,4,0,R.ムーア,10,A.オブライエン,芝,左,2400m,晴,良
6,5,レインボーライン,ステイゴールド,レーゲンボーゲン,牡,4,-4,岩田康誠,8,浅見秀一,芝,左,2400m,晴,良
7,4,ソウルスターリング,Frankel,スタセリタ,牝,3,0,C.デムーロ,4,藤沢和雄,芝,左,2400m,晴,良
8,8,ヤマカツエース,キングカメハメハ,ヤマカツマリリン,牡,5,2,池添謙一,12,池添兼雄,芝,左,2400m,晴,良
9,2,ギニョール,-,-,牡,5,0,F.ミナリク,9,J.カルヴァロ,芝,左,2400m,晴,良
10,6,サトノクラウン,Marju,ジョコンダ2,牡,5,-2,M.デムーロ,3,堀宣行,芝,左,2400m,晴,良
11,7,シャケトラ,マンハッタンカフェ,サマーハ,牡,4,-2,福永祐一,7,角居勝彦,芝,左,2400m,晴,良
12,3,サウンズオブアース,ネオユニヴァース,ファーストバイオリン,牡,6,2,田辺裕信,11,藤岡健一,芝,左,2400m,晴,良
12,5,ブームタイム,-,-,牡,6,0,C.パリッシュ,16,D.ヘイズ,芝,左,2400m,晴,良
14,8,ラストインパクト,ディープインパクト,スペリオルパール,牡,7,-6,戸崎圭太,14,角居勝彦,芝,左,2400m,晴,良
15,3,イキートス,-,-,牡,5,0,D.ポルク,13,H.グリューシェル,芝,左,2400m,晴,良
16,8,ワンアンドオンリー,ハーツクライ,ヴァーチュ,牡,6,-4,横山典弘,15,橋口慎介,芝,左,2400m,晴,良
17,4,ディサイファ,ディープインパクト,ミズナ,牡,8,0,柴山雄一,17,小島太,芝,左,2400m,晴,良
1,5,ゴールドドリーム,ゴールドアリュール,モンヴェール,牡,4,14,R.ムーア,8,平田修,ダート,左,1800m,晴,良
2,7,テイエムジンソク,クロフネ,マイディスカバリー,牡,5,4,古川吉洋,1,木原一良,ダート,左,1800m,晴,良
3,1,コパノリッキー,ゴールドアリュール,コパノニキータ,牡,7,9,田辺裕信,9,村山明,ダート,左,1800m,晴,良
4,1,ケイティブレイブ,アドマイヤマックス,ケイティローレル,牡,4,9,福永祐一,3,目野哲也,ダート,左,1800m,晴,良
5,6,アウォーディー,Jungle Pocket,Heavenly Romance,牡,7,4,武豊,4,松永幹夫,ダート,左,1800m,晴,良
6,2,ミツバ,カネヒキリ,セントクリスマス,牡,5,10,松山弘平,12,加用正,ダート,左,1800m,晴,良
7,6,カフジテイク,プリサイスエンド,テイクザケイク,牡,5,0,C.ルメール,5,湯窪幸雄,ダート,左,1800m,晴,良
8,5,キングズガード,シニスターミニスター,キングスベリー,牡,6,2,藤岡康太,11,寺島良,ダート,左,1800m,晴,良
9,2,ノンコノユメ,トワイニング,ノンコ,せん,5,-6,C.デムーロ,6,加藤征弘,ダート,左,1800m,晴,良
10,4,グレンツェント,ネオユニヴァース,ボシンシェ,牡,4,0,H.ボウマン,10,加藤征弘,ダート,左,1800m,晴,良
11,7,サウンドトゥルー,フレンチデピュティ,キョウエイトルース,せん,7,1,大野拓弥,2,高木登,ダート,左,1800m,晴,良
12,8,ローズプリンスダム,ロージズインメイ,クリスチャンパール,牡,3,2,戸崎圭太,14,畠山吉宏,ダート,左,1800m,晴,良
13,3,モルトベーネ,ディープスカイ,ノーブルエターナル,牡,5,4,秋山真一郎,13,松永昌博,ダート,左,1800m,晴,良
14,3,メイショウスミトモ,ゴールドアリュール,ムゲン,牡,6,2,吉田隼人,15,南井克巳,ダート,左,1800m,晴,良
15,4,ロンドンタウン,カネヒキリ,フェアリーバニヤン,牡,4,3,岩田康誠,7,牧田和弥,ダート,左,1800m,晴,良
1,6,ラッキーライラック,オルフェーヴル,ライラックスアンドレース,牝,2,-2,石橋脩,2,松永幹夫,芝,右,1600m,晴,良
2,4,リリーノーブル,ルーラーシップ,ピュアチャプレット,牝,2,-4,川田将雅,3,藤岡健一,芝,右,1600m,晴,良
3,2,マウレア,ディープインパクト,バイザキャット,牝,2,-4,戸崎圭太,4,手塚貴久,芝,右,1600m,晴,良
4,4,トーセンブレス,ディープインパクト,ブルーミンバー,牝,2,-8,柴田善臣,7,加藤征弘,芝,右,1600m,晴,良
5,8,モルトアレグロ,Speightstown,Mo Chuisle,牝,2,2,吉田隼人,10,武井亮,芝,右,1600m,晴,良
6,1,ラテュロス,ディープインパクト,スウィートハース,牝,2,4,北村友一,9,高野友和,芝,右,1600m,晴,良
7,2,グリエルマ,ロードカナロア,アズマサンダース,牝,2,-10,小牧太,13,矢作芳人,芝,右,1600m,晴,良
8,6,ソシアルクラブ,キングカメハメハ,ブエナビスタ,牝,2,-12,福永祐一,5,池添学,芝,右,1600m,晴,良
9,8,ロックディスタウン,オルフェーヴル,ストレイキャット,牝,2,-2,C.ルメール,1,二ノ宮敬宇,芝,右,1600m,晴,良
10,3,マドモアゼル,ブラックタイド,ポールポジション2,牝,2,10,松田大作,11,斎藤誠,芝,右,1600m,晴,良
11,7,ノーブルアース,ハーツクライ,ピサノルビー,牝,2,-10,鮫島良太,15,牧浦充徳,芝,右,1600m,晴,良
12,7,トーセンアンバー,ディープインパクト,ワルツオブキャット,牝,2,-4,横山和生,14,菊沢隆徳,芝,右,1600m,晴,良
13,8,コーディエライト,ダイワメジャー,ダークサファイア,牝,2,4,和田竜二,6,佐々木晶三,芝,右,1600m,晴,良
14,1,サヤカチャン,リーチザクラウン,アップルトウショウ,牝,2,12,松岡正海,8,田所秀孝,芝,右,1600m,晴,良
15,5,レグルドール,アドマイヤマックス,コスモパルムドール,牝,2,-6,高倉稜,18,杉山晴紀,芝,右,1600m,晴,良
16,5,ハイヒール,トーセンホマレボシ,ドリームスケイプ,牝,2,-4,藤岡佑介,17,清水久詞,芝,右,1600m,晴,良
17,3,ラスエモーショネス,Fastnet Rock,Dahlia s Krissy,牝,2,4,幸英明,16,高橋義忠,芝,右,1600m,晴,良
18,7,ナディア,ノヴェリスト,カスクドール,牝,2,-2,四位洋文,12,笹田和秀,芝,右,1600m,晴,良
1,1,ダノンプレミアム,ディープインパクト,インディアナギャル,牡,2,8,川田将雅,1,中内田充正,芝,右,1600m,晴,良
2,5,ステルヴィオ,ロードカナロア,ラルケット,牡,2,4,C.デムーロ,3,木村哲也,芝,右,1600m,晴,良
3,2,タワーオブロンドン,Raven s Pass,スノーパイン,牡,2,2,C.ルメール,2,藤沢和雄,芝,右,1600m,晴,良
4,3,ケイアイノーテック,ディープインパクト,ケイアイガーベラ,牡,2,-2,幸英明,5,平田修,芝,右,1600m,晴,良
5,6,ダノンスマッシュ,ロードカナロア,スピニングワイルドキャット,牡,2,8,福永祐一,4,安田隆行,芝,右,1600m,晴,良
6,4,ファストアプローチ,Dawn Approach,ジョリージョコンド,牡,2,4,V.シュミノー,9,藤沢和雄,芝,右,1600m,晴,良
7,6,カシアス,キンシャサノキセキ,ラブディラン,牡,2,10,浜中俊,10,清水久詞,芝,右,1600m,晴,良
8,1,フロンティア,ダイワメジャー,グレースランド,牡,2,-2,岩田康誠,6,中内田充正,芝,右,1600m,晴,良
9,7,ダブルシャープ,ベーカバド,メジロルーシュバー,牡,2,0,和田竜二,7,渡辺薫彦,芝,右,1600m,晴,良
10,3,アサクサゲンキ,Stormy Atlantic,Amelia,牡,2,12,武豊,8,音無秀孝,芝,右,1600m,晴,良
11,8,ケイティクレバー,ハービンジャー,モルトフェリーチェ,牡,2,6,小林徹弥,13,目野哲也,芝,右,1600m,晴,良
12,2,ライトオンキュー,Shamardal,グレイトタイミング,牡,2,-4,四位洋文,14,昆貢,芝,右,1600m,晴,良
13,5,ムスコローソ,ヘニーヒューズ,ルナレガーロ,牡,2,2,池添謙一,12,手塚貴久,芝,右,1600m,晴,良
14,7,アイアンクロー,アドマイヤムーン,ヤマノアイリー,牡,2,8,酒井学,16,斉藤崇史,芝,右,1600m,晴,良
15,4,ヒシコスマー,ブラックタイド,コスマグレース,牡,2,-2,松山弘平,11,清水久詞,芝,右,1600m,晴,良
16,8,イシマツ,スウェプトオーヴァーボード,スパイシーキティ,牡,2,-8,加藤祥太,15,森秀行,芝,右,1600m,晴,良
1,4,オジュウチョウサン,ステイゴールド,シャドウシルエット,牡,6,-2,石神深一,1,和田正一郎,障害,芝,4100m,晴,良
2,4,アップトゥデイト,クロフネ,リニアミューズ,牡,7,6,林満明,2,佐々木晶三,障害,芝,4100m,晴,良
3,8,ルペールノエル,アドマイヤムーン,サンタママ,牡,7,-4,高田潤,5,藤原英昭,障害,芝,4100m,晴,良
4,3,シンキングダンサー,コンデュイット,スプリングボード,牡,4,-2,金子光希,3,武市康男,障害,芝,4100m,晴,良
5,5,サンレイデューク,デュランダル,サンレイククイン,牡,9,2,難波剛健,6,高橋義忠,障害,芝,4100m,晴,良
6,3,テイエムオペラドン,テイエムオペラオー,テイエムオーシャン,牡,8,-2,中村将之,11,浜田多実雄,障害,芝,4100m,晴,良
7,7,マイネルフィエスタ,シンボリクリスエス,フェリアード,牡,7,-6,植野貴也,4,中村均,障害,芝,4100m,晴,良
8,8,クランモンタナ,ディープインパクト,エアトゥーレ,牡,8,6,熊沢重文,8,音無秀孝,障害,芝,4100m,晴,良
9,2,スズカプレスト,ダイワメジャー,メジロプレスト,牡,5,-2,北沢伸也,7,橋田満,障害,芝,4100m,晴,良
10,5,ミヤジタイガ,ネオユニヴァース,フローレンスガール,牡,7,4,小坂忠士,9,岩元市三,障害,芝,4100m,晴,良
11,6,ユウキビバワンダー,サクラメガワンダー,ユウキビバ,せん,4,-6,佐久間寛志,10,藤沢則雄,障害,芝,4100m,晴,良
12,1,ウインヤード,オペラハウス,レディルナ,牡,6,-6,大江原圭,15,小桧山悟,障害,芝,4100m,晴,良
13,2,ビコーピリラニ,キングカメハメハ,ビコーソフィア,牡,7,-14,田村太雅,12,田所秀孝,障害,芝,4100m,晴,良
14,6,サムライフォンテン,サムライハート,ヨーカンドパリ,牡,4,2,高野和馬,13,石毛善彦,障害,芝,4100m,晴,良
15,7,クラシックマーク,アグネスデジタル,ステキプレゼント,牝,6,-6,五十嵐雄祐,14,粕谷昌央,障害,芝,4100m,晴,良
1,1,キタサンブラック,ブラックタイド,シュガーハート,牡,5,-2,武豊,1,清水久詞,芝,右,2500m,晴,良
2,2,クイーンズリング,マンハッタンカフェ,アクアリング,牝,5,0,C.ルメール,8,吉村圭司,芝,右,2500m,晴,良
3,5,シュヴァルグラン,ハーツクライ,ハルーワスウィート,牡,5,4,H.ボウマン,3,友道康夫,芝,右,2500m,晴,良
4,7,スワーヴリチャード,ハーツクライ,ピラミマ,牡,3,8,M.デムーロ,2,庄野靖志,芝,右,2500m,晴,良
5,6,ルージュバック,マンハッタンカフェ,ジンジャーパンチ,牝,5,6,北村宏司,10,大竹正博,芝,右,2500m,晴,良
6,4,シャケトラ,マンハッタンカフェ,サマーハ,牡,4,-4,福永祐一,7,角居勝彦,芝,右,2500m,晴,良
7,8,サウンズオブアース,ネオユニヴァース,ファーストバイオリン,牡,6,10,C.デムーロ,14,藤岡健一,芝,右,2500m,晴,良
8,4,レインボーライン,ステイゴールド,レーゲンボーゲン,牡,4,-4,岩田康誠,9,浅見秀一,芝,右,2500m,晴,良
9,3,サトノクロニクル,ハーツクライ,トゥーピー,牡,3,0,戸崎圭太,11,池江泰寿,芝,右,2500m,晴,良
10,1,ヤマカツエース,キングカメハメハ,ヤマカツマリリン,牡,5,4,池添謙一,6,池添兼雄,芝,右,2500m,晴,良
11,7,ミッキークイーン,ディープインパクト,ミュージカルウェイ,牝,5,-10,浜中俊,5,池江泰寿,芝,右,2500m,晴,良
12,2,ブレスジャーニー,バトルプラン,エルフィンパーク,牡,3,4,三浦皇成,12,佐々木晶三,芝,右,2500m,晴,良
13,6,サトノクラウン,Marju,ジョコンダ2,牡,5,0,R.ムーア,4,堀宣行,芝,右,2500m,晴,良
14,3,トーセンビクトリー,キングカメハメハ,トゥザヴィクトリー,牝,5,10,田辺裕信,15,角居勝彦,芝,右,2500m,晴,良
15,8,カレンミロティック,ハーツクライ,スターミー,せん,9,4,川田将雅,16,平田修,芝,右,2500m,晴,良
16,5,サクラアンプルール,キングカメハメハ,サクラメガ,牡,6,12,蛯名正義,13,金成貴史,芝,右,2500m,晴,良
1,4,タイムフライヤー,ハーツクライ,タイムトラベリング,牡,2,-4,C.デムーロ,1,松田国英,芝,右,2000m,晴,良
2,8,ジャンダルム,Kitten s Joy,Believe,牡,2,10,武豊,4,池江泰寿,芝,右,2000m,晴,良
3,7,ステイフーリッシュ,ステイゴールド,カウアイレーン,牡,2,0,中谷雄太,8,矢作芳人,芝,右,2000m,晴,良
4,5,サンリヴァル,ルーラーシップ,アンフィルージュ,牡,2,8,田辺裕信,5,藤岡健一,芝,右,2000m,晴,良
