着順,枠番,馬名,父親,母親,性別,年齢,体重変化量,騎手,人気,調教師,種別,回り方,距離,天気,状態
1,4,キタサンブラック,ブラックタイド,シュガーハート,牡,5,4,武豊,1,清水久詞,芝,右,2000m,晴,良
2,3,ステファノス,ディープインパクト,ココシュニック,牡,6,-4,川田将雅,7,藤原英昭,芝,右,2000m,晴,良
3,8,ヤマカツエース,キングカメハメハ,ヤマカツマリリン,牡,5,-2,池添謙一,4,池添兼雄,芝,右,2000m,晴,良
4,8,マカヒキ,ディープインパクト,ウィキウィキ,牡,4,0,C.ルメール,2,友道康夫,芝,右,2000m,晴,良
5,7,アンビシャス,ディープインパクト,カーニバルソング,牡,5,4,福永祐一,5,音無秀孝,芝,右,2000m,晴,良
6,5,サトノクラウン,Marju,ジョコンダ2,牡,5,-12,M.デムーロ,3,堀宣行,芝,右,2000m,晴,良
7,1,ミッキーロケット,キングカメハメハ,マネーキャントバイミーラヴ,牡,4,0,和田竜二,6,音無秀孝,芝,右,2000m,晴,良
8,6,モンドインテロ,ディープインパクト,シルクユニバーサル,牡,5,-4,内田博幸,11,手塚貴久,芝,右,2000m,晴,良
9,2,アングライフェン,ステイゴールド,レッドスレッド,牡,5,0,岩田康誠,14,安田隆行,芝,右,2000m,晴,良
10,6,ディサイファ,ディープインパクト,ミズナ,牡,8,-4,四位洋文,13,小島太,芝,右,2000m,晴,良
11,3,スズカデヴィアス,キングカメハメハ,スズカローラン,牡,6,2,藤岡佑介,12,橋田満,芝,右,2000m,晴,良
12,7,マルターズアポジー,ゴスホークケン,マルターズヒート,牡,5,-10,武士沢友治,8,堀井雅広,芝,右,2000m,晴,良
13,4,サクラアンプルール,キングカメハメハ,サクラメガ,牡,6,-6,横山典弘,9,金成貴史,芝,右,2000m,晴,良
14,5,ロードヴァンドール,ダイワメジャー,ジャズキャット,牡,4,-6,太宰啓介,10,昆貢,芝,右,2000m,晴,良
1,5,レーヌミノル,ダイワメジャー,ダイワエンジェル,牝,3,-2,池添謙一,8,本田優,芝,右,1600m,曇,稍重
2,3,リスグラシュー,ハーツクライ,リリサイド,牝,3,-2,武豊,3,矢作芳人,芝,右,1600m,曇,稍重
3,7,ソウルスターリング,Frankel,スタセリタ,牝,3,-2,C.ルメール,1,藤沢和雄,芝,右,1600m,曇,稍重
4,4,カラクレナイ,ローエングリン,バーニングレッド,牝,3,2,田辺裕信,7,松下武士,芝,右,1600m,曇,稍重
5,6,アエロリット,クロフネ,アステリックス,牝,3,-6,横山典弘,6,菊沢隆徳,芝,右,1600m,曇,稍重
6,8,ディアドラ,ハービンジャー,ライツェント,牝,3,2,岩田康誠,14,橋田満,芝,右,1600m,曇,稍重
7,8,カワキタエンカ,ディープインパクト,カワキタラブポップ,牝,3,-2,和田竜二,10,浜田多実雄,芝,右,1600m,曇,稍重
8,1,ライジングリーズン,ブラックタイド,ジョウノファミリー,牝,3,0,丸田恭介,9,奥村武,芝,右,1600m,曇,稍重
9,2,ジューヌエコール,クロフネ,ルミナスポイント,牝,3,-4,北村友一,12,安田隆行,芝,右,1600m,曇,稍重
10,7,ヴゼットジョリー,ローエングリン,フレンチビキニ,牝,3,-6,福永祐一,13,中内田充正,芝,右,1600m,曇,稍重
11,1,ミスエルテ,Frankel,ミスエーニョ,牝,3,-4,川田将雅,5,池江泰寿,芝,右,1600m,曇,稍重
12,7,アドマイヤミヤビ,ハーツクライ,レディスキッパー,牝,3,-6,M.デムーロ,2,友道康夫,芝,右,1600m,曇,稍重
13,5,ゴールドケープ,ワークフォース,ジュエルオブナイル,牝,3,2,丸山元気,11,荒川義之,芝,右,1600m,曇,稍重
14,6,アロンザモナ,ストリートセンス,リザーブシート,牝,3,-8,幸英明,16,西浦勝一,芝,右,1600m,曇,稍重
15,4,ショーウェイ,メイショウボーラー,リアルメンテ,牝,3,2,松若風馬,15,斉藤崇史,芝,右,1600m,曇,稍重
16,8,ミスパンテール,ダイワメジャー,エールドクラージュ,牝,3,6,四位洋文,4,昆貢,芝,右,1600m,曇,稍重
17,3,ベルカプリ,ダイワメジャー,ボランス,牝,3,-10,藤岡佑介,17,西浦勝一,芝,右,1600m,曇,稍重
1,8,オジュウチョウサン,ステイゴールド,シャドウシルエット,牡,6,2,石神深一,1,和田正一郎,障害,芝,4250m,曇,良
2,4,サンレイデューク,デュランダル,サンレイククイン,牡,9,-8,難波剛健,6,高橋義忠,障害,芝,4250m,曇,良
3,5,アップトゥデイト,クロフネ,リニアミューズ,牡,7,0,林満明,2,佐々木晶三,障害,芝,4250m,曇,良
4,4,タイセイドリーム,ディープインパクト,モアザンベスト,牡,7,-4,平沢健治,5,矢作芳人,障害,芝,4250m,曇,良
5,5,ルペールノエル,アドマイヤムーン,サンタママ,牡,7,-4,高田潤,4,藤原英昭,障害,芝,4250m,曇,良
6,7,アイティテイオー,ムーンバラッド,ローレルデフィー,牡,9,4,浜野谷憲尚,11,竹内正洋,障害,芝,4250m,曇,良
7,2,ウインヤード,オペラハウス,レディルナ,牡,6,-4,大江原圭,8,小桧山悟,障害,芝,4250m,曇,良
8,3,ワンダフルワールド,タイキシャトル,キャットアリ,牡,6,0,森一馬,7,高橋義忠,障害,芝,4250m,曇,良
9,7,クリノダイコクテン,ハーツクライ,メガミゲラン,牡,6,-8,植野貴也,10,谷潔,障害,芝,4250m,曇,良
10,8,トーセンハナミズキ,タイキシャトル,クラレットパンチ,牝,7,4,小野寺祐太,13,池上昌和,障害,芝,4250m,曇,良
11,6,ラステラ,サツカーボーイ,ウインディーギフト,牝,6,4,五十嵐雄祐,9,尾形和幸,障害,芝,4250m,曇,良
12,1,ティリアンパープル,ジャングルポケット,メイクヒストリー,牝,7,-6,山本康志,12,金成貴史,障害,芝,4250m,曇,良
13,6,メイショウヒデタダ,メイショウボーラー,メイショウサマンサ,牡,8,-4,熊沢重文,3,南井克巳,障害,芝,4250m,曇,良
1,6,アルアイン,ディープインパクト,ドバイマジェスティ,牡,3,-2,松山弘平,9,池江泰寿,芝,右,2000m,晴,良
2,4,ペルシアンナイト,ハービンジャー,オリエントチャーム,牡,3,-2,M.デムーロ,4,池江泰寿,芝,右,2000m,晴,良
3,5,ダンビュライト,ルーラーシップ,タンザナイト,牡,3,-4,武豊,12,音無秀孝,芝,右,2000m,晴,良
4,8,クリンチャー,ディープスカイ,ザフェイツ,牡,3,0,藤岡佑介,13,宮本博,芝,右,2000m,晴,良
5,3,レイデオロ,キングカメハメハ,ラドラーダ,牡,3,8,C.ルメール,5,藤沢和雄,芝,右,2000m,晴,良
6,1,スワーヴリチャード,ハーツクライ,ピラミマ,牡,3,4,四位洋文,2,庄野靖志,芝,右,2000m,晴,良
7,4,ファンディーナ,ディープインパクト,ドリームオブジェニー,牝,3,-4,岩田康誠,1,高野友和,芝,右,2000m,晴,良
8,8,ウインブライト,ステイゴールド,サマーエタニティ,牡,3,6,松岡正海,6,畠山吉宏,芝,右,2000m,晴,良
9,2,カデナ,ディープインパクト,フレンチリヴィエラ,牡,3,-8,福永祐一,3,中竹和也,芝,右,2000m,晴,良
10,5,プラチナヴォイス,エンパイアメーカー,プレザントブリーズ,牡,3,0,和田竜二,10,鮫島一歩,芝,右,2000m,晴,良
11,7,サトノアレス,ディープインパクト,サトノアマゾネス,牡,3,0,戸崎圭太,8,藤沢和雄,芝,右,2000m,晴,良
12,3,アウトライアーズ,ヴィクトワールピサ,ウィストラム,牡,3,-2,田辺裕信,7,小島茂之,芝,右,2000m,晴,良
13,8,トラスト,スクリーンヒーロー,グローリサンディ,牡,3,4,柴田大知,17,中村均,芝,右,2000m,晴,良
14,2,コマノインパルス,バゴ,コマノアクラ,牡,3,-2,江田照男,16,菊川正達,芝,右,2000m,晴,良
15,7,キングズラッシュ,ルーラーシップ,リコリス,牡,3,-2,柴田善臣,18,久保田貴士,芝,右,2000m,晴,良
16,1,マイスタイル,ハーツクライ,ファーストナイナー,牡,3,2,横山典弘,14,昆貢,芝,右,2000m,晴,良
17,7,アダムバローズ,ハーツクライ,チャチャリーノ,牡,3,-6,池添謙一,11,角田晃一,芝,右,2000m,晴,良
18,6,アメリカズカップ,マンハッタンカフェ,ベガスナイト,牡,3,-4,松若風馬,15,音無秀孝,芝,右,2000m,晴,良
1,2,キタサンブラック,ブラックタイド,シュガーハート,牡,5,-4,武豊,1,清水久詞,芝,右,3200m,晴,良
2,3,シュヴァルグラン,ハーツクライ,ハルーワスウィート,牡,5,-6,福永祐一,4,友道康夫,芝,右,3200m,晴,良
3,8,サトノダイヤモンド,ディープインパクト,マルペンサ,牡,4,0,C.ルメール,2,池江泰寿,芝,右,3200m,晴,良
4,5,アドマイヤデウス,アドマイヤドン,ロイヤルカード,牡,6,4,岩田康誠,10,梅田智之,芝,右,3200m,晴,良
5,4,アルバート,アドマイヤドン,フォルクローレ,牡,6,2,川田将雅,6,堀宣行,芝,右,3200m,晴,良
6,5,ディーマジェスティ,ディープインパクト,エルメスティアラ,牡,4,-2,蛯名正義,8,二ノ宮敬宇,芝,右,3200m,晴,良
7,6,ゴールドアクター,スクリーンヒーロー,ヘイロンシン,牡,6,-4,横山典弘,5,中川公成,芝,右,3200m,晴,良
8,7,トーセンバジル,ハービンジャー,ケアレスウィスパー,牡,5,-2,四位洋文,9,藤原英昭,芝,右,3200m,晴,良
9,1,シャケトラ,マンハッタンカフェ,サマーハ,牡,4,-2,田辺裕信,3,角居勝彦,芝,右,3200m,晴,良
10,3,ファタモルガーナ,ディープインパクト,タニノミラージュ,せん,9,2,浜中俊,15,荒川義之,芝,右,3200m,晴,良
11,7,ワンアンドオンリー,ハーツクライ,ヴァーチュ,牡,6,0,和田竜二,11,橋口慎介,芝,右,3200m,晴,良
12,8,レインボーライン,ステイゴールド,レーゲンボーゲン,牡,4,-6,M.デムーロ,7,浅見秀一,芝,右,3200m,晴,良
13,4,タマモベストプレイ,フジキセキ,ホットプレイ,牡,7,-2,吉田隼人,14,南井克巳,芝,右,3200m,晴,良
14,2,スピリッツミノル,ディープスカイ,バアゼルクローバー,牡,5,0,幸英明,16,本田優,芝,右,3200m,晴,良
15,8,ヤマカツライデン,シンボリクリスエス,ヤマカツオーキッド,牡,5,8,松山弘平,12,池添兼雄,芝,右,3200m,晴,良
16,6,プロレタリアト,ハーツクライ,アガルタ,牝,6,-4,杉原誠人,17,小島茂之,芝,右,3200m,晴,良
17,1,ラブラドライト,キングカメハメハ,タンザナイト,せん,8,16,酒井学,13,斉藤崇史,芝,右,3200m,晴,良
1,8,アエロリット,クロフネ,アステリックス,牝,3,-2,横山典弘,2,菊沢隆徳,芝,左,1600m,曇,良
2,7,リエノテソーロ,Speightstown,Akilina,牝,3,-4,吉田隼人,13,武井亮,芝,左,1600m,曇,良
3,3,ボンセルヴィーソ,ダイワメジャー,バイモユリ,牡,3,-2,松山弘平,6,池添学,芝,左,1600m,曇,良
4,7,レッドアンシェル,マンハッタンカフェ,スタイルリスティック,牡,3,-14,福永祐一,7,庄野靖志,芝,左,1600m,曇,良
5,6,オールザゴー,ステイゴールド,アルーリングボイス,牡,3,6,内田博幸,16,矢作芳人,芝,左,1600m,曇,良
6,4,タイムトリップ,ロードアルティマ,ミルフォードスバル,牡,3,-2,戸崎圭太,10,菊川正達,芝,左,1600m,曇,良
7,6,ミスエルテ,Frankel,ミスエーニョ,牝,3,-4,川田将雅,5,池江泰寿,芝,左,1600m,曇,良
8,7,トラスト,スクリーンヒーロー,グローリサンディ,牡,3,0,柴田大知,17,中村均,芝,左,1600m,曇,良
9,1,モンドキャンノ,キンシャサノキセキ,レイズアンドコール,牡,3,-2,C.ルメール,3,安田隆行,芝,左,1600m,曇,良
10,5,ディバインコード,マツリダゴッホ,ツーデイズノーチス,牡,3,-2,柴田善臣,11,栗田博憲,芝,左,1600m,曇,良
11,3,プラチナヴォイス,エンパイアメーカー,プレザントブリーズ,牡,3,4,石川裕紀人,8,鮫島一歩,芝,左,1600m,曇,良
12,4,ジョーストリクトリ,ジョーカプチーノ,ジョーアラマート,牡,3,-2,武豊,9,清水久詞,芝,左,1600m,曇,良
13,2,アウトライアーズ,ヴィクトワールピサ,ウィストラム,牡,3,0,田辺裕信,4,小島茂之,芝,左,1600m,曇,良
14,1,キョウヘイ,リーチザクラウン,ショウナンアネーロ,牡,3,-4,高倉稜,14,宮本博,芝,左,1600m,曇,良
15,5,タイセイスターリー,マンハッタンカフェ,スターアイル,牡,3,-2,北村宏司,15,矢作芳人,芝,左,1600m,曇,良
16,8,ナイトバナレット,ディープブリランテ,ナイキフェイバー,牡,3,0,藤岡佑介,18,矢作芳人,芝,左,1600m,曇,良
17,2,カラクレナイ,ローエングリン,バーニングレッド,牝,3,4,M.デムーロ,1,松下武士,芝,左,1600m,曇,良
18,8,ガンサリュート,ダノンシャンティ,ベネディーレ,牡,3,4,池添謙一,12,安田隆行,芝,左,1600m,曇,良
1,3,アドマイヤリード,ステイゴールド,ベルアリュール2,牝,4,-4,C.ルメール,6,須貝尚介,芝,左,1600m,曇,稍重
2,5,デンコウアンジュ,メイショウサムソン,デンコウラッキー,牝,4,0,蛯名正義,11,荒川義之,芝,左,1600m,曇,稍重
3,2,ジュールポレール,ディープインパクト,サマーナイトシティ,牝,4,-2,幸英明,7,西園正都,芝,左,1600m,曇,稍重
4,1,スマートレイアー,ディープインパクト,スノースタイル,牝,7,-6,武豊,4,大久保龍志,芝,左,1600m,曇,稍重
5,2,ソルヴェイグ,ダイワメジャー,アスドゥクール,牝,4,-6,川田将雅,9,鮫島一歩,芝,左,1600m,曇,稍重
6,4,クイーンズリング,マンハッタンカフェ,アクアリング,牝,5,0,M.デムーロ,5,吉村圭司,芝,左,1600m,曇,稍重
7,6,ミッキークイーン,ディープインパクト,ミュージカルウェイ,牝,5,2,浜中俊,1,池江泰寿,芝,左,1600m,曇,稍重
8,8,フロンテアクイーン,メイショウサムソン,ブルーボックスボウ,牝,4,0,北村宏司,12,国枝栄,芝,左,1600m,曇,稍重
9,6,ウキヨノカゼ,オンファイア,アドマイヤダッシュ,牝,7,8,吉田隼人,8,菊沢隆徳,芝,左,1600m,曇,稍重
10,4,ルージュバック,マンハッタンカフェ,ジンジャーパンチ,牝,5,-2,戸崎圭太,2,大竹正博,芝,左,1600m,曇,稍重
11,7,レッツゴードンキ,キングカメハメハ,マルトク,牝,5,-10,岩田康誠,3,梅田智之,芝,左,1600m,曇,稍重
12,1,アットザシーサイド,キングカメハメハ,ルミナスハーバー,牝,4,-6,田辺裕信,13,浅見秀一,芝,左,1600m,曇,稍重
13,3,アスカビレン,ブラックタイド,スウェプトレジーナ,牝,5,2,池添謙一,10,中尾秀正,芝,左,1600m,曇,稍重
14,7,ヒルノマテーラ,マンハッタンカフェ,コンサーンナッカ,牝,6,2,四位洋文,17,昆貢,芝,左,1600m,曇,稍重
15,8,クリノラホール,ダイワメジャー,クリノビャクダン,牝,4,4,北村友一,16,谷潔,芝,左,1600m,曇,稍重
16,8,リーサルウェポン,ディープインパクト,クイックコマンド,牝,6,10,内田博幸,15,武市康男,芝,左,1600m,曇,稍重
17,5,オートクレール,デュランダル,ジョイアサーティン,牝,6,2,黛弘人,14,中野栄治,芝,左,1600m,曇,稍重
1,1,ソウルスターリング,Frankel,スタセリタ,牝,3,0,C.ルメール,1,藤沢和雄,芝,左,2400m,晴,良
2,1,モズカッチャン,ハービンジャー,サイトディーラー,牝,3,0,和田竜二,6,鮫島一歩,芝,左,2400m,晴,良
3,8,アドマイヤミヤビ,ハーツクライ,レディスキッパー,牝,3,2,M.デムーロ,2,友道康夫,芝,左,2400m,晴,良
4,4,ディアドラ,ハービンジャー,ライツェント,牝,3,2,岩田康誠,9,橋田満,芝,左,2400m,晴,良
5,7,リスグラシュー,ハーツクライ,リリサイド,牝,3,-4,武豊,3,矢作芳人,芝,左,2400m,晴,良
6,2,フローレスマジック,ディープインパクト,マジックストーム,牝,3,-4,戸崎圭太,5,木村哲也,芝,左,2400m,晴,良
7,6,ブラックオニキス,ブラックタイド,ラリマー,牝,3,0,大野拓弥,17,加藤和宏,芝,左,2400m,晴,良
8,8,マナローラ,ハーツクライ,シェープアップ,牝,3,14,蛯名正義,16,鮫島一歩,芝,左,2400m,晴,良
9,5,ブラックスビーチ,ディープインパクト,ビジュアルショック,牝,3,4,北村宏司,8,角居勝彦,芝,左,2400m,晴,良
10,2,ミスパンテール,ダイワメジャー,エールドクラージュ,牝,3,6,四位洋文,11,昆貢,芝,左,2400m,晴,良
11,8,カリビアンゴールド,ステイゴールド,サバナパディーダ,牝,3,-4,田中勝春,14,小島太,芝,左,2400m,晴,良
12,3,モーヴサファイア,ハービンジャー,モルガナイト,牝,3,-2,北村友一,13,池添学,芝,左,2400m,晴,良
13,7,レーヌミノル,ダイワメジャー,ダイワエンジェル,牝,3,2,池添謙一,4,本田優,芝,左,2400m,晴,良
14,3,ハローユニコーン,ハーツクライ,サンタローズ,牝,3,4,柴山雄一,12,鮫島一歩,芝,左,2400m,晴,良
15,6,レッドコルディス,ハーツクライ,ストライキングヴェイル,牝,3,-6,吉田豊,15,高橋義忠,芝,左,2400m,晴,良
16,4,ホウオウパフューム,ハーツクライ,マチカネタマカズラ,牝,3,-6,松岡正海,7,奥村武,芝,左,2400m,晴,良
17,5,ディーパワンサ,ディープブリランテ,ポロンナルワ,牝,3,-6,内田博幸,18,松下武士,芝,左,2400m,晴,良
18,7,ヤマカツグレース,ハービンジャー,ヤマカツマリリン,牝,3,0,横山典弘,10,池添兼雄,芝,左,2400m,晴,良
1,6,レイデオロ,キングカメハメハ,ラドラーダ,牡,3,-4,C.ルメール,2,藤沢和雄,芝,左,2400m,晴,良
2,2,スワーヴリチャード,ハーツクライ,ピラミマ,牡,3,-12,四位洋文,3,庄野靖志,芝,左,2400m,晴,良
3,8,アドミラブル,ディープインパクト,スカーレット,牡,3,4,M.デムーロ,1,音無秀孝,芝,左,2400m,晴,良
4,2,マイスタイル,ハーツクライ,ファーストナイナー,牡,3,10,横山典弘,14,昆貢,芝,左,2400m,晴,良
5,4,アルアイン,ディープインパクト,ドバイマジェスティ,牡,3,-2,松山弘平,4,池江泰寿,芝,左,2400m,晴,良
6,1,ダンビュライト,ルーラーシップ,タンザナイト,牡,3,-2,武豊,7,音無秀孝,芝,左,2400m,晴,良
7,6,ペルシアンナイト,ハービンジャー,オリエントチャーム,牡,3,-2,戸崎圭太,6,池江泰寿,芝,左,2400m,晴,良
8,4,トラスト,スクリーンヒーロー,グローリサンディ,牡,3,0,丹内祐次,16,中村均,芝,左,2400m,晴,良
9,5,ベストアプローチ,New Approach,Sant Elena,牡,3,6,岩田康誠,11,藤原英昭,芝,左,2400m,晴,良
10,3,サトノアーサー,ディープインパクト,キングスローズ,牡,3,-6,川田将雅,5,池江泰寿,芝,左,2400m,晴,良
11,7,カデナ,ディープインパクト,フレンチリヴィエラ,牡,3,2,福永祐一,8,中竹和也,芝,左,2400m,晴,良
12,8,キョウヘイ,リーチザクラウン,ショウナンアネーロ,牡,3,0,高倉稜,15,宮本博,芝,左,2400m,晴,良
13,3,クリンチャー,ディープスカイ,ザフェイツ,牡,3,-4,藤岡佑介,9,宮本博,芝,左,2400m,晴,良
14,7,ダイワキャグニー,キングカメハメハ,トリプレックス,牡,3,-2,北村宏司,10,菊沢隆徳,芝,左,2400m,晴,良
15,8,ウインブライト,ステイゴールド,サマーエタニティ,牡,3,6,松岡正海,12,畠山吉宏,芝,左,2400m,晴,良
16,5,マイネルスフェーン,ステイゴールド,マイネジャーダ,牡,3,4,柴田大知,17,手塚貴久,芝,左,2400m,晴,良
17,1,アメリカズカップ,マンハッタンカフェ,ベガスナイト,牡,3,2,松若風馬,13,音無秀孝,芝,左,2400m,晴,良
18,7,ジョーストリクトリ,ジョーカプチーノ,ジョーアラマート,牡,3,10,内田博幸,18,清水久詞,芝,左,2400m,晴,良
1,7,サトノアラジン,ディープインパクト,マジックストーム,牡,6,4,川田将雅,7,池江泰寿,芝,左,1600m,晴,良
2,8,ロゴタイプ,ローエングリン,ステレオタイプ,牡,7,-4,田辺裕信,8,田中剛,芝,左,1600m,晴,良
3,3,レッドファルクス,スウェプトオーヴァーボード,ベルモット,牡,6,0,M.デムーロ,3,尾関知人,芝,左,1600m,晴,良
4,4,グレーターロンドン,ディープインパクト,ロンドンブリッジ,牡,5,2,福永祐一,6,大竹正博,芝,左,1600m,晴,良
5,4,エアスピネル,キングカメハメハ,エアメサイア,牡,4,-8,武豊,2,笹田和秀,芝,左,1600m,晴,良
6,6,ビューティーオンリー,-,-,せん,6,-18,Z.パートン,9,A.クルーズ,芝,左,1600m,晴,良
7,8,ステファノス,ディープインパクト,ココシュニック,牡,6,2,戸崎圭太,4,藤原英昭,芝,左,1600m,晴,良
8,7,イスラボニータ,フジキセキ,イスラコジーン,牡,6,-8,C.ルメール,1,栗田博憲,芝,左,1600m,晴,良
9,5,クラレント,ダンスインザダーク,エリモピクシー,牡,8,0,岩田康誠,14,橋口慎介,芝,左,1600m,晴,良
10,3,コンテントメント,-,-,せん,7,-16,J.モレイラ,12,J.サイズ,芝,左,1600m,晴,良
11,5,ロンギングダンサー,シンボリクリスエス,ダンスパートナー,牡,8,4,横山和生,18,田村康仁,芝,左,1600m,晴,良
12,2,サンライズメジャー,ダイワメジャー,ティファニータッチ,牡,8,-8,池添謙一,17,浜田多実雄,芝,左,1600m,晴,良
13,1,ディサイファ,ディープインパクト,ミズナ,牡,8,2,四位洋文,15,小島太,芝,左,1600m,晴,良
14,7,ロジチャリス,ダイワメジャー,プラチナチャリス,牡,5,-6,内田博幸,13,国枝栄,芝,左,1600m,晴,良
15,2,アンビシャス,ディープインパクト,カーニバルソング,牡,5,-4,横山典弘,5,音無秀孝,芝,左,1600m,晴,良
16,8,ヤングマンパワー,スニッツェル,スナップショット,牡,5,2,松岡正海,11,手塚貴久,芝,左,1600m,晴,良
17,1,トーキングドラム,キングカメハメハ,トランシーフレーズ,牡,7,6,石橋脩,16,斎藤誠,芝,左,1600m,晴,良
18,6,ブラックスピネル,タニノギムレット,モルガナイト,牡,4,-2,松山弘平,10,音無秀孝,芝,左,1600m,晴,良
1,8,サトノクラウン,Marju,ジョコンダ2,牡,5,10,M.デムーロ,3,堀宣行,芝,右,2200m,曇,稍重
2,2,ゴールドアクター,スクリーンヒーロー,ヘイロンシン,牡,6,-6,横山典弘,5,中川公成,芝,右,2200m,曇,稍重
3,7,ミッキークイーン,ディープインパクト,ミュージカルウェイ,牝,5,8,浜中俊,4,池江泰寿,芝,右,2200m,曇,稍重
4,6,シャケトラ,マンハッタンカフェ,サマーハ,牡,4,2,C.ルメール,2,角居勝彦,芝,右,2200m,曇,稍重
5,6,レインボーライン,ステイゴールド,レーゲンボーゲン,牡,4,2,岩田康誠,7,浅見秀一,芝,右,2200m,曇,稍重
6,1,ミッキーロケット,キングカメハメハ,マネーキャントバイミーラヴ,牡,4,-2,和田竜二,8,音無秀孝,芝,右,2200m,曇,稍重
7,3,スピリッツミノル,ディープスカイ,バアゼルクローバー,牡,5,10,幸英明,9,本田優,芝,右,2200m,曇,稍重
