着順,枠番,馬名,父親,母親,性別,年齢,体重変化量,騎手,人気,調教師,種別,回り方,距離,天気,状態
4,4,ミスターメロディ,Scat Daddy,Trusty Lady,牡,5,-2,福永祐一,7,藤原英昭,芝,右,1200m,曇,良
5,8,クリノガウディー,スクリーンヒーロー,クリノビリオネア,牡,4,0,三浦皇成,9,藤沢則雄,芝,右,1200m,曇,良
6,7,レッドアンシェル,マンハッタンカフェ,スタイルリスティック,牡,6,-4,M.デムーロ,4,庄野靖志,芝,右,1200m,曇,良
7,3,メイショウグロッケ,メイショウサムソン,メイショウグラナダ,牝,6,-4,浜中俊,12,荒川義之,芝,右,1200m,曇,良
8,1,ダイメイプリンセス,キングヘイロー,ダイメイダーク,牝,7,2,秋山真一郎,15,森田直行,芝,右,1200m,曇,良
9,3,ライトオンキュー,Shamardal,グレイトタイミング,牡,5,0,古川吉洋,6,昆貢,芝,右,1200m,曇,良
10,1,モズスーパーフレア,Speightstown,Christies Treasure,牝,5,-6,松若風馬,2,音無秀孝,芝,右,1200m,曇,良
11,7,エイティーンガール,ヨハネスブルグ,センターグランタス,牝,4,-8,池添謙一,8,飯田祐史,芝,右,1200m,曇,良
12,2,キングハート,オレハマッテルゼ,ラブハート,牡,7,-4,北村宏司,16,星野忍,芝,右,1200m,曇,良
13,5,ダイアトニック,ロードカナロア,トゥハーモニー,牡,5,-2,横山典弘,5,安田隆行,芝,右,1200m,曇,良
14,4,ダイメイフジ,アグネスデジタル,ダイメイダーク,牡,6,-14,菱田裕二,13,森田直行,芝,右,1200m,曇,良
15,6,ラブカンプー,ショウナンカンプ,ラブハート,牝,5,-2,斎藤新,14,森田直行,芝,右,1200m,曇,良
16,6,ビアンフェ,キズナ,ルシュクル,牡,3,0,藤岡佑介,11,中竹和也,芝,右,1200m,曇,良
1,7,デアリングタクト,エピファネイア,デアリングバード,牝,3,14,松山弘平,1,杉山晴紀,芝,右,2000m,晴,稍重
2,6,マジックキャッスル,ディープインパクト,ソーマジック,牝,3,10,大野拓弥,10,国枝栄,芝,右,2000m,晴,稍重
3,4,ソフトフルート,ディープインパクト,ストロベリーフェア,牝,3,0,藤岡康太,9,松田国英,芝,右,2000m,晴,稍重
4,8,パラスアテナ,ルーラーシップ,ステラリード,牝,3,-8,坂井瑠星,12,高柳瑞樹,芝,右,2000m,晴,稍重
5,7,ミスニューヨーク,キングズベスト,マンハッタンミート,牝,3,2,長岡禎仁,16,杉山晴紀,芝,右,2000m,晴,稍重
6,7,オーマイダーリン,ディープインパクト,ラブーム,牝,3,6,幸英明,14,河内洋,芝,右,2000m,晴,稍重
7,2,マルターズディオサ,キズナ,トップオブドーラ,牝,3,0,田辺裕信,4,手塚貴久,芝,右,2000m,晴,稍重
8,4,ムジカ,エピファネイア,ローズアダージョ,牝,3,4,秋山真一郎,11,鈴木孝志,芝,右,2000m,晴,稍重
9,3,ウインマイティー,ゴールドシップ,アオバコリン,牝,3,10,和田竜二,3,五十嵐忠男,芝,右,2000m,晴,稍重
10,6,フィオリキアリ,キズナ,クリアリーコンフューズド,牝,3,2,北村友一,15,清水久詞,芝,右,2000m,晴,稍重
11,8,アブレイズ,キズナ,エディン,牝,3,-2,藤井勘一郎,17,池江泰寿,芝,右,2000m,晴,稍重
12,3,ダンツエリーゼ,キズナ,ワスレナグサ,牝,3,6,太宰啓介,18,本田優,芝,右,2000m,晴,稍重
13,1,リアアメリア,ディープインパクト,リアアントニア,牝,3,-4,川田将雅,2,中内田充正,芝,右,2000m,晴,稍重
14,1,ミヤマザクラ,ディープインパクト,ミスパスカリ,牝,3,20,福永祐一,6,藤原英昭,芝,右,2000m,晴,稍重
15,8,ウインマリリン,スクリーンヒーロー,コスモチェーロ,牝,3,12,横山武史,5,手塚貴久,芝,右,2000m,晴,稍重
16,5,サンクテュエール,ディープインパクト,ヒルダズパッション,牝,3,-2,C.ルメール,8,藤沢和雄,芝,右,2000m,晴,稍重
17,5,クラヴァシュドール,ハーツクライ,パスオブドリームズ,牝,3,2,M.デムーロ,7,中内田充正,芝,右,2000m,晴,稍重
18,2,ホウオウピースフル,オルフェーヴル,ツルマルワンピース,牝,3,-4,池添謙一,13,大竹正博,芝,右,2000m,晴,稍重
1,2,コントレイル,ディープインパクト,ロードクロサイト,牡,3,-2,福永祐一,1,矢作芳人,芝,右,3000m,晴,良
2,5,アリストテレス,エピファネイア,ブルーダイアモンド,牡,3,8,C.ルメール,4,音無秀孝,芝,右,3000m,晴,良
3,5,サトノフラッグ,ディープインパクト,バラダセール,牡,3,4,戸崎圭太,5,国枝栄,芝,右,3000m,晴,良
4,4,ディープボンド,キズナ,ゼフィランサス,牡,3,-6,和田竜二,7,大久保龍志,芝,右,3000m,晴,良
5,7,ブラックホール,ゴールドシップ,ヴィーヴァブーケ,牡,3,-8,藤岡佑介,14,相沢郁,芝,右,3000m,晴,良
6,7,ロバートソンキー,ルーラーシップ,トウカイメガミ,牡,3,-4,伊藤工真,9,林徹,芝,右,3000m,晴,良
7,3,ヴェルトライゼンデ,ドリームジャーニー,マンデラ,牡,3,0,池添謙一,2,池江泰寿,芝,右,3000m,晴,良
8,7,ヴァルコス,ノヴェリスト,ランズエッジ,牡,3,6,岩田康誠,6,友道康夫,芝,右,3000m,晴,良
9,1,ガロアクリーク,キンシャサノキセキ,ゴールドレリック,牡,3,-4,川田将雅,10,上原博之,芝,右,3000m,晴,良
10,6,バビット,ナカヤマフェスタ,アートリョウコ,牡,3,-12,内田博幸,3,浜田多実雄,芝,右,3000m,晴,良
11,2,マンオブスピリット,ルーラーシップ,サンデースマイル2,牡,3,2,M.デムーロ,13,斉藤崇史,芝,右,3000m,晴,良
12,3,サトノインプレッサ,ディープインパクト,サプレザ,牡,3,0,坂井瑠星,11,矢作芳人,芝,右,3000m,晴,良
13,1,ディアマンミノル,オルフェーヴル,イソノスワロー,牡,3,-6,幸英明,12,本田優,芝,右,3000m,晴,良
14,8,ターキッシュパレス,Golden Horn,Regency Romance,牡,3,4,富田暁,16,昆貢,芝,右,3000m,晴,良
15,4,ダノングロワール,ハーツクライ,ソーメニーウェイズ,牡,3,4,北村友一,8,国枝栄,芝,右,3000m,晴,良
16,6,レクセランス,ディープインパクト,エクセレンス2,牡,3,-4,松山弘平,15,池添学,芝,右,3000m,晴,良
17,8,ビターエンダー,オルフェーヴル,ビタースウィート,牡,3,2,津村明秀,17,相沢郁,芝,右,3000m,晴,良
18,8,キメラヴェリテ,キズナ,ルミエールヴェリテ,牡,3,0,松若風馬,18,中竹和也,芝,右,3000m,晴,良
1,7,アーモンドアイ,ロードカナロア,フサイチパンドラ,牝,5,2,C.ルメール,1,国枝栄,芝,左,2000m,曇,良
2,5,フィエールマン,ディープインパクト,リュヌドール,牡,5,-12,福永祐一,5,手塚貴久,芝,左,2000m,曇,良
3,6,クロノジェネシス,バゴ,クロノロジスト,牝,4,0,北村友一,2,斉藤崇史,芝,左,2000m,曇,良
4,8,ダノンプレミアム,ディープインパクト,インディアナギャル,牡,5,-10,川田将雅,6,中内田充正,芝,左,2000m,曇,良
5,6,キセキ,ルーラーシップ,ブリッツフィナーレ,牡,6,6,武豊,4,角居勝彦,芝,左,2000m,曇,良
6,3,ダイワキャグニー,キングカメハメハ,トリプレックス,せん,6,-2,内田博幸,10,菊沢隆徳,芝,左,2000m,曇,良
7,8,ジナンボー,ディープインパクト,アパパネ,牡,5,6,M.デムーロ,9,堀宣行,芝,左,2000m,曇,良
8,2,カデナ,ディープインパクト,フレンチリヴィエラ,牡,6,2,田辺裕信,11,中竹和也,芝,左,2000m,曇,良
9,7,スカーレットカラー,ヴィクトワールピサ,ヴェントス,牝,5,14,岩田康誠,8,高橋亮,芝,左,2000m,曇,良
10,5,ウインブライト,ステイゴールド,サマーエタニティ,牡,6,0,松岡正海,12,畠山吉宏,芝,左,2000m,曇,良
11,1,ブラストワンピース,ハービンジャー,ツルマルワンピース,牡,5,8,池添謙一,7,大竹正博,芝,左,2000m,曇,良
12,4,ダノンキングリー,ディープインパクト,マイグッドネス,牡,4,-6,戸崎圭太,3,萩原清,芝,左,2000m,曇,良
1,8,ラッキーライラック,オルフェーヴル,ライラックスアンドレース,牝,5,-2,C.ルメール,1,松永幹夫,芝,右,2200m,晴,良
2,7,サラキア,ディープインパクト,サロミナ,牝,5,-4,北村友一,5,池添学,芝,右,2200m,晴,良
3,6,ラヴズオンリーユー,ディープインパクト,ラヴズオンリーミー,牝,4,0,M.デムーロ,3,矢作芳人,芝,右,2200m,晴,良
4,6,ウインマリリン,スクリーンヒーロー,コスモチェーロ,牝,3,-4,横山武史,9,手塚貴久,芝,右,2200m,晴,良
5,4,センテリュオ,ディープインパクト,アドマイヤキラメキ,牝,5,4,戸崎圭太,4,高野友和,芝,右,2200m,晴,良
6,2,ソフトフルート,ディープインパクト,ストロベリーフェア,牝,3,2,福永祐一,6,松田国英,芝,右,2200m,晴,良
7,3,リアアメリア,ディープインパクト,リアアントニア,牝,3,-2,川田将雅,7,中内田充正,芝,右,2200m,晴,良
8,1,シャドウディーヴァ,ハーツクライ,ダイヤモンドディーバ,牝,4,-4,内田博幸,14,斎藤誠,芝,右,2200m,晴,良
9,1,サムシングジャスト,ヴィクトワールピサ,ツルマルオトメ,牝,4,2,松山弘平,15,松田国英,芝,右,2200m,晴,良
10,8,ミスニューヨーク,キングズベスト,マンハッタンミート,牝,3,0,加藤祥太,13,杉山晴紀,芝,右,2200m,晴,良
11,7,サトノガーネット,ディープインパクト,ビートリックスキッド,牝,5,4,坂井瑠星,10,矢作芳人,芝,右,2200m,晴,良
12,2,リュヌルージュ,モンテロッソ,ムーンハウリング,牝,5,-2,団野大成,16,斉藤崇史,芝,右,2200m,晴,良
13,7,ウラヌスチャーム,ルーラーシップ,アメジストリング,牝,5,-6,斎藤新,11,斎藤誠,芝,右,2200m,晴,良
14,5,ウインマイティー,ゴールドシップ,アオバコリン,牝,3,0,和田竜二,12,五十嵐忠男,芝,右,2200m,晴,良
15,4,ロサグラウカ,ルーラーシップ,ローザブランカ,牝,5,-8,幸英明,17,尾関知人,芝,右,2200m,晴,良
16,3,ノームコア,ハービンジャー,クロノロジスト,牝,5,-2,横山典弘,2,萩原清,芝,右,2200m,晴,良
17,8,エスポワール,オルフェーヴル,スカーレット,牝,4,6,武豊,8,角居勝彦,芝,右,2200m,晴,良
18,5,カーロバンビーナ,ディープインパクト,カンビーナ,牝,5,-6,浜中俊,18,戸田博文,芝,右,2200m,晴,良
1,2,グランアレグリア,ディープインパクト,タピッツフライ,牝,4,-2,C.ルメール,1,藤沢和雄,芝,右,1600m,曇,良
2,4,インディチャンプ,ステイゴールド,ウィルパワー,牡,5,-8,福永祐一,3,音無秀孝,芝,右,1600m,曇,良
3,4,アドマイヤマーズ,ダイワメジャー,ヴィアメディチ,牡,4,2,川田将雅,5,友道康夫,芝,右,1600m,曇,良
4,6,スカーレットカラー,ヴィクトワールピサ,ヴェントス,牝,5,2,岩田康誠,13,高橋亮,芝,右,1600m,曇,良
5,8,サリオス,ハーツクライ,サロミナ,牡,3,0,M.デムーロ,2,堀宣行,芝,右,1600m,曇,良
6,8,ヴァンドギャルド,ディープインパクト,スキア,牡,4,6,戸崎圭太,8,藤原英昭,芝,右,1600m,曇,良
7,8,ペルシアンナイト,ハービンジャー,オリエントチャーム,牡,6,10,大野拓弥,11,池江泰寿,芝,右,1600m,曇,良
8,1,レシステンシア,ダイワメジャー,マラコスタムブラダ,牝,3,24,北村友一,4,松下武士,芝,右,1600m,曇,良
9,1,ベステンダンク,タイキシャトル,ユキノマーメイド,牡,8,-4,藤岡佑介,16,安達昭夫,芝,右,1600m,曇,良
10,7,サウンドキアラ,ディープインパクト,サウンドバリアー,牝,5,-2,松山弘平,7,安達昭夫,芝,右,1600m,曇,良
11,3,メイケイダイハード,ハードスパン,メイケイソフィア,牡,5,10,酒井学,15,中竹和也,芝,右,1600m,曇,良
12,6,アウィルアウェイ,ジャスタウェイ,ウィルパワー,牝,4,10,藤岡康太,14,高野友和,芝,右,1600m,曇,良
13,2,ケイアイノーテック,ディープインパクト,ケイアイガーベラ,牡,5,8,津村明秀,10,平田修,芝,右,1600m,曇,良
14,7,タイセイビジョン,タートルボウル,ソムニア,牡,3,0,石橋脩,12,西村真幸,芝,右,1600m,曇,良
15,3,ラウダシオン,リアルインパクト,アンティフォナ,牡,3,2,武豊,6,斉藤崇史,芝,右,1600m,曇,良
16,5,ブラックムーン,アドマイヤムーン,ロイヤルアタック,牡,8,-12,幸英明,17,西浦勝一,芝,右,1600m,曇,良
17,5,カツジ,ディープインパクト,メリッサ,牡,5,0,池添謙一,9,池添兼雄,芝,右,1600m,曇,良
1,2,アーモンドアイ,ロードカナロア,フサイチパンドラ,牝,5,0,C.ルメール,1,国枝栄,芝,左,2400m,曇,良
2,4,コントレイル,ディープインパクト,ロードクロサイト,牡,3,-2,福永祐一,2,矢作芳人,芝,左,2400m,曇,良
3,3,デアリングタクト,エピファネイア,デアリングバード,牝,3,-6,松山弘平,3,杉山晴紀,芝,左,2400m,曇,良
4,1,カレンブーケドール,ディープインパクト,ソラリア,牝,4,2,津村明秀,5,国枝栄,芝,左,2400m,曇,良
5,8,グローリーヴェイズ,ディープインパクト,メジロツボネ,牡,5,8,川田将雅,4,尾関知人,芝,左,2400m,曇,良
6,2,ワールドプレミア,ディープインパクト,マンデラ,牡,4,-10,武豊,7,友道康夫,芝,左,2400m,曇,良
7,4,ミッキースワロー,トーセンホマレボシ,マドレボニータ,牡,6,4,戸崎圭太,10,菊沢隆徳,芝,左,2400m,曇,良
8,3,キセキ,ルーラーシップ,ブリッツフィナーレ,牡,6,0,浜中俊,6,角居勝彦,芝,左,2400m,曇,良
9,7,マカヒキ,ディープインパクト,ウィキウィキ,牡,7,8,三浦皇成,11,友道康夫,芝,左,2400m,曇,良
10,5,ウェイトゥパリス,-,-,牡,7,0,M.デムーロ,9,A.マルチアリス,芝,左,2400m,曇,良
11,6,パフォーマプロミス,ステイゴールド,アイルビーバウンド,牡,8,-2,岩田望来,12,藤原英昭,芝,左,2400m,曇,良
12,7,ユーキャンスマイル,キングカメハメハ,ムードインディゴ,牡,5,2,岩田康誠,8,友道康夫,芝,左,2400m,曇,良
13,6,クレッシェンドラヴ,ステイゴールド,ハイアーラヴ,牡,6,6,内田博幸,14,林徹,芝,左,2400m,曇,良
14,5,トーラスジェミニ,キングズベスト,エリモエトワール,牡,4,4,田辺裕信,15,小桧山悟,芝,左,2400m,曇,良
15,8,ヨシオ,ヨハネスブルグ,フローラルホーム,牡,7,12,勝浦正樹,13,森秀行,芝,左,2400m,曇,良
1,6,チュウワウィザード,キングカメハメハ,チュウワブロッサム,牡,5,3,戸崎圭太,4,大久保龍志,ダート,左,1800m,晴,良
2,1,ゴールドドリーム,ゴールドアリュール,モンヴェール,牡,7,2,和田竜二,3,平田修,ダート,左,1800m,晴,良
3,7,インティ,ケイムホーム,キティ,牡,6,7,武豊,10,野中賢二,ダート,左,1800m,晴,良
4,8,クリソベリル,ゴールドアリュール,クリソプレーズ,牡,4,12,川田将雅,1,音無秀孝,ダート,左,1800m,晴,良
5,6,モズアスコット,Frankel,India,牡,6,2,横山武史,11,矢作芳人,ダート,左,1800m,晴,良
6,4,カフェファラオ,American Pharoah,Mary s Follies,牡,3,-6,C.ルメール,2,堀宣行,ダート,左,1800m,晴,良
7,3,エアスピネル,キングカメハメハ,エアメサイア,牡,7,-2,福永祐一,12,笹田和秀,ダート,左,1800m,晴,良
8,1,タイムフライヤー,ハーツクライ,タイムトラベリング,牡,5,6,藤岡佑介,7,松田国英,ダート,左,1800m,晴,良
9,5,アルクトス,アドマイヤオーラ,ホシニイノリヲ,牡,5,2,田辺裕信,9,栗田徹,ダート,左,1800m,晴,良
10,2,エアアルマス,Majestic Warrior,Nokaze,牡,5,-4,松山弘平,8,池添学,ダート,左,1800m,晴,良
11,3,クリンチャー,ディープスカイ,ザフェイツ,牡,6,4,三浦皇成,5,宮本博,ダート,左,1800m,晴,良
12,4,サンライズノヴァ,ゴールドアリュール,ブライトサファイヤ,牡,6,4,松若風馬,6,音無秀孝,ダート,左,1800m,晴,良
13,5,アナザートゥルース,アイルハヴアナザー,キョウエイトルース,せん,6,-7,M.デムーロ,13,高木登,ダート,左,1800m,晴,良
14,8,サトノティターン,シンボリクリスエス,マチカネチコウヨレ,牡,7,8,藤岡康太,16,堀宣行,ダート,左,1800m,晴,良
15,2,メイショウワザシ,アイルハヴアナザー,メイショウワカツキ,牡,5,6,高倉稜,15,南井克巳,ダート,左,1800m,晴,良
16,7,ヨシオ,ヨハネスブルグ,フローラルホーム,牡,7,4,亀田温心,14,森秀行,ダート,左,1800m,晴,良
1,3,ソダシ,クロフネ,ブチコ,牝,2,-4,吉田隼人,1,須貝尚介,芝,右,1600m,曇,良
2,4,サトノレイナス,ディープインパクト,バラダセール,牝,2,-2,C.ルメール,2,国枝栄,芝,右,1600m,曇,良
3,6,ユーバーレーベン,ゴールドシップ,マイネテレジア,牝,2,-14,M.デムーロ,6,手塚貴久,芝,右,1600m,曇,良
4,8,メイケイエール,ミッキーアイル,シロインジャー,牝,2,0,武豊,3,武英智,芝,右,1600m,曇,良
5,4,ヨカヨカ,スクワートルスクワート,ハニーダンサー,牝,2,4,福永祐一,10,谷潔,芝,右,1600m,曇,良
6,6,オパールムーン,ヴィクトワールピサ,コパノマルコリーニ,牝,2,-6,横山典弘,5,昆貢,芝,右,1600m,曇,良
7,2,ジェラルディーナ,モーリス,ジェンティルドンナ,牝,2,-4,岩田康誠,8,石坂正,芝,右,1600m,曇,良
8,3,サルビア,ダイワメジャー,リップスポイズン,牝,2,-2,松山弘平,14,鈴木孝志,芝,右,1600m,曇,良
9,7,アオイゴールド,ゴールドシップ,ボンビバン,牝,2,-2,団野大成,17,和田雄二,芝,右,1600m,曇,良
10,1,ルクシオン,エイシンフラッシュ,ヘヴンリーヴォイス,牝,2,-2,西村淳也,16,河内洋,芝,右,1600m,曇,良
11,7,エイシンヒテン,エイシンヒカリ,エイシンサンバレー,牝,2,2,松若風馬,7,渡辺薫彦,芝,右,1600m,曇,良
12,2,リンゴアメ,マツリダゴッホ,マイネデセール,牝,2,0,丹内祐次,15,菊川正達,芝,右,1600m,曇,良
13,1,ウインアグライア,マツリダゴッホ,ウインアルテミス,牝,2,8,横山武史,13,和田雄二,芝,右,1600m,曇,良
14,8,インフィナイト,モーリス,モルガナイト,牝,2,-4,北村友一,4,音無秀孝,芝,右,1600m,曇,良
15,5,ナムラメーテル,リオンディーズ,ナムラボルテージ,牝,2,-4,和田竜二,18,鈴木孝志,芝,右,1600m,曇,良
16,8,フラリオナ,ストロングリターン,ラカ,牝,2,-2,浜中俊,12,武幸四郎,芝,右,1600m,曇,良
17,5,シゲルピンクルビー,モーリス,ムーンライトベイ,牝,2,-10,幸英明,11,渡辺薫彦,芝,右,1600m,曇,良
18,7,ポールネイロン,オルフェーヴル,イングランドローズ,牝,2,-6,藤岡佑介,9,矢作芳人,芝,右,1600m,曇,良
1,1,グレナディアガーズ,Frankel,ウェイヴェルアベニュー,牡,2,2,川田将雅,7,中内田充正,芝,右,1600m,晴,良
2,4,ステラヴェローチェ,バゴ,オーマイベイビー,牡,2,0,横山典弘,2,須貝尚介,芝,右,1600m,晴,良
3,4,レッドベルオーブ,ディープインパクト,レッドファンタジア,牡,2,8,福永祐一,1,藤原英昭,芝,右,1600m,晴,良
4,6,バスラットレオン,キズナ,バスラットアマル,牡,2,-4,坂井瑠星,8,矢作芳人,芝,右,1600m,晴,良
5,3,ブルースピリット,Invincible Spirit,Jasmine Blue,牡,2,-6,藤岡佑介,13,中内田充正,芝,右,1600m,晴,良
6,8,ロードマックス,ディープインパクト,パーフェクトトリビュート,牡,2,0,岩田望来,11,藤原英昭,芝,右,1600m,晴,良
7,3,ドゥラモンド,ドゥラメンテ,シーズインクルーデッド,牡,2,10,武豊,5,手塚貴久,芝,右,1600m,晴,良
8,1,カイザーノヴァ,モーリス,ステラリード,牡,2,-2,池添謙一,14,矢作芳人,芝,右,1600m,晴,良
9,7,ホウオウアマゾン,キングカメハメハ,ヒカルアマランサス,牡,2,2,松山弘平,3,矢作芳人,芝,右,1600m,晴,良
10,7,モントライゼ,ダイワメジャー,ムーングロウ,牡,2,-4,C.ルメール,4,松永幹夫,芝,右,1600m,晴,良
11,8,スーパーホープ,キズナ,ケンホープ,牡,2,0,M.デムーロ,9,藤岡健一,芝,右,1600m,晴,良
12,6,ジュンブルースカイ,ドゥラメンテ,ジュントップヒトミ,牡,2,8,岩田康誠,12,友道康夫,芝,右,1600m,晴,良
13,2,ショックアクション,Gleneagles,Reset In Blue,牡,2,10,戸崎圭太,6,大久保龍志,芝,右,1600m,晴,良
14,5,アスコルターレ,ドゥラメンテ,アスコルティ,牡,2,14,北村友一,10,西村真幸,芝,右,1600m,晴,良
15,2,ビゾンテノブファロ,プリサイスエンド,テラノクリスティー,牡,2,-6,山田敬士,16,小桧山悟,芝,右,1600m,晴,良
16,5,テーオーダヴィンチ,ダイワメジャー,シークレットジプシー,牡,2,-2,浜中俊,15,岡田稲男,芝,右,1600m,晴,良
1,7,メイショウダッサイ,スズカマンボ,スズカブルーム,牡,7,4,森一馬,1,飯田祐史,障害,芝,4100m,晴,良
2,2,ケンホファヴァルト,マーベラスサンデー,エイシンパンジー,牡,7,10,熊沢重文,9,森秀行,障害,芝,4100m,晴,良
3,6,タガノエスプレッソ,ブラックタイド,タガノレヴェントン,牡,8,-6,平沢健治,3,五十嵐忠男,障害,芝,4100m,晴,良
4,6,ブライトクォーツ,ワークフォース,レースドール,牡,6,-10,西谷誠,2,荒川義之,障害,芝,4100m,晴,良
5,1,ヒロノタイリク,ダイワメジャー,プティプランセス,牡,5,12,難波剛健,11,宮本博,障害,芝,4100m,晴,良
6,4,フォワードカフェ,マンハッタンカフェ,ベストブート,牡,8,8,石神深一,4,和田勇介,障害,芝,4100m,晴,良
7,3,ヒロシゲセブン,ディープブリランテ,ダイイチボタン,牡,5,6,高田潤,6,北出成人,障害,芝,4100m,晴,良
8,1,シンキングダンサー,コンデュイット,スプリングボード,せん,7,-6,五十嵐雄祐,5,武市康男,障害,芝,4100m,晴,良
9,5,ケイブルグラム,ディープインパクト,ジンジャーパンチ,せん,7,12,蓑島靖典,8,高橋文雅,障害,芝,4100m,晴,良
10,5,ビッグスモーキー,キングカメハメハ,スモークンフローリック,せん,5,-2,植野貴也,7,清水久詞,障害,芝,4100m,晴,良
11,8,スズカデヴィアス,キングカメハメハ,スズカローラン,牡,9,0,北沢伸也,10,橋田満,障害,芝,4100m,晴,良
12,7,セガールフォンテン,ゴーカイ,ジターナフォンテン,牡,10,-6,草野太郎,16,石毛善彦,障害,芝,4100m,晴,良
13,3,ストレートパンチ,メジロダイボサツ,スズオリヅル,牡,4,0,伴啓太,13,堀井雅広,障害,芝,4100m,晴,良
14,2,アズマタックン,ブラックタイド,ネイチャーガイド,牡,7,2,小坂忠士,14,加用正,障害,芝,4100m,晴,良
1,6,ダノンザキッド,ジャスタウェイ,エピックラヴ,牡,2,-4,川田将雅,1,安田隆行,芝,右,2000m,晴,良
2,1,オーソクレース,エピファネイア,マリアライト,牡,2,10,C.ルメール,3,久保田貴士,芝,右,2000m,晴,良
3,2,ヨーホーレイク,ディープインパクト,クロウキャニオン,牡,2,2,武豊,4,友道康夫,芝,右,2000m,晴,良
4,6,タイトルホルダー,ドゥラメンテ,メーヴェ,牡,2,0,戸崎圭太,7,栗田徹,芝,右,2000m,晴,良
5,7,シュヴァリエローズ,ディープインパクト,ヴィアンローズ,牡,2,8,北村友一,5,清水久詞,芝,右,2000m,晴,良
6,3,テンカハル,キングカメハメハ,ジンジャーパンチ,牡,2,-8,坂井瑠星,13,矢作芳人,芝,右,2000m,晴,良
7,5,アオイショー,ロードカナロア,スイチョウカ,牡,2,2,石橋脩,8,中舘英二,芝,右,2000m,晴,良
8,4,マカオンドール,ゴールドシップ,ミリオンウィッシーズ,牡,2,6,岩田康誠,9,今野貞一,芝,右,2000m,晴,良
9,3,ヴィゴーレ,キズナ,ヴァイセフラウ,牡,2,-2,横山武史,11,松永幹夫,芝,右,2000m,晴,良
10,7,アドマイヤザーゲ,ドゥラメンテ,アコースティクス,牡,2,0,吉田隼人,6,友道康夫,芝,右,2000m,晴,良
11,4,ホールシバン,パイロ,サマリーズ,牡,2,6,丸山元気,12,高橋義忠,芝,右,2000m,晴,良
12,5,バニシングポイント,Tapit,Unrivaled Belle,牡,2,10,M.デムーロ,10,藤沢和雄,芝,右,2000m,晴,良
13,8,セイハロートゥユー,キングカメハメハ,マンハッタンセレブ,牡,2,-2,木幡巧也,14,牧光二,芝,右,2000m,晴,良
14,8,モリデンアロー,エスポワールシチー,アローフィールド,牡,2,-6,山田敬士,15,小桧山悟,芝,右,2000m,晴,良
1,5,クロノジェネシス,バゴ,クロノロジスト,牝,4,10,北村友一,1,斉藤崇史,芝,右,2500m,晴,良
2,7,サラキア,ディープインパクト,サロミナ,牝,5,-2,松山弘平,11,池添学,芝,右,2500m,晴,良
3,7,フィエールマン,ディープインパクト,リュヌドール,牡,5,0,C.ルメール,2,手塚貴久,芝,右,2500m,晴,良
4,4,ラッキーライラック,オルフェーヴル,ライラックスアンドレース,牝,5,0,福永祐一,4,松永幹夫,芝,右,2500m,晴,良
5,3,ワールドプレミア,ディープインパクト,マンデラ,牡,4,2,武豊,5,友道康夫,芝,右,2500m,晴,良
5,5,カレンブーケドール,ディープインパクト,ソラリア,牝,4,4,池添謙一,3,国枝栄,芝,右,2500m,晴,良
7,4,ペルシアンナイト,ハービンジャー,オリエントチャーム,牡,6,0,大野拓弥,12,池江泰寿,芝,右,2500m,晴,良
8,2,クレッシェンドラヴ,ステイゴールド,ハイアーラヴ,牡,6,0,坂井瑠星,16,林徹,芝,右,2500m,晴,良
9,8,オセアグレイト,オルフェーヴル,ブルーダヌーブ,牡,4,-2,横山典弘,15,菊川正達,芝,右,2500m,晴,良
10,2,ラヴズオンリーユー,ディープインパクト,ラヴズオンリーミー,牝,4,-6,M.デムーロ,6,矢作芳人,芝,右,2500m,晴,良
11,8,ユーキャンスマイル,キングカメハメハ,ムードインディゴ,牡,5,6,岩田康誠,13,友道康夫,芝,右,2500m,晴,良
12,3,キセキ,ルーラーシップ,ブリッツフィナーレ,牡,6,8,浜中俊,8,角居勝彦,芝,右,2500m,晴,良
13,1,バビット,ナカヤマフェスタ,アートリョウコ,牡,3,8,内田博幸,10,浜田多実雄,芝,右,2500m,晴,良
14,6,オーソリティ,オルフェーヴル,ロザリンド,牡,3,2,川田将雅,7,木村哲也,芝,右,2500m,晴,良
15,6,モズベッロ,ディープブリランテ,ハーランズルビー,牡,4,-10,田辺裕信,14,森田直行,芝,右,2500m,晴,良
