着順,枠番,馬名,父親,母親,性別,年齢,体重変化量,騎手,人気,調教師,種別,回り方,距離,天気,状態
15,8,ノームコア,ハービンジャー,クロノロジスト,牝,5,11,横山典弘,8,萩原清,芝,左,1200m,晴,重
16,3,ラブカンプー,ショウナンカンプ,ラブハート,牝,5,6,酒井学,18,森田直行,芝,左,1200m,晴,重
17,7,ダイメイプリンセス,キングヘイロー,ダイメイダーク,牝,7,14,秋山真一郎,16,森田直行,芝,左,1200m,晴,重
18,5,アイラブテーラー,トーセンラー,タケショウレジーナ,牝,4,-8,武豊,10,河内洋,芝,左,1200m,晴,重
1,5,ラッキーライラック,オルフェーヴル,ライラックスアンドレース,牝,5,2,M.デムーロ,2,松永幹夫,芝,右,2000m,晴,良
2,8,クロノジェネシス,バゴ,クロノロジスト,牝,4,-6,北村友一,4,斉藤崇史,芝,右,2000m,晴,良
3,6,ダノンキングリー,ディープインパクト,マイグッドネス,牡,4,-2,横山典弘,1,萩原清,芝,右,2000m,晴,良
4,8,カデナ,ディープインパクト,フレンチリヴィエラ,牡,6,12,鮫島克駿,11,中竹和也,芝,右,2000m,晴,良
5,4,ワグネリアン,ディープインパクト,ミスアンコール,牡,5,8,福永祐一,5,友道康夫,芝,右,2000m,晴,良
6,7,ジナンボー,ディープインパクト,アパパネ,牡,5,-16,藤岡佑介,9,堀宣行,芝,右,2000m,晴,良
7,3,ブラストワンピース,ハービンジャー,ツルマルワンピース,牡,5,-4,川田将雅,3,大竹正博,芝,右,2000m,晴,良
8,5,レッドジェニアル,キングカメハメハ,レッドアゲート,牡,4,0,酒井学,12,高橋義忠,芝,右,2000m,晴,良
9,6,ステイフーリッシュ,ステイゴールド,カウアイレーン,牡,5,-2,岩田康誠,8,矢作芳人,芝,右,2000m,晴,良
10,2,サトノソルタス,ディープインパクト,アイランドファッション,牡,5,-8,藤岡康太,10,堀宣行,芝,右,2000m,晴,良
11,7,マカヒキ,ディープインパクト,ウィキウィキ,牡,7,-12,L.ヒューイットソン,7,友道康夫,芝,右,2000m,晴,良
12,1,ロードマイウェイ,ジャスタウェイ,フェリス,牡,4,-2,武豊,6,杉山晴紀,芝,右,2000m,晴,良
1,5,デアリングタクト,エピファネイア,デアリングバード,牝,3,0,松山弘平,2,杉山晴紀,芝,右,1600m,雨,重
2,8,レシステンシア,ダイワメジャー,マラコスタムブラダ,牝,3,-6,武豊,1,松下武士,芝,右,1600m,雨,重
3,2,スマイルカナ,ディープインパクト,エーシンクールディ,牝,3,0,柴田大知,9,高橋祥泰,芝,右,1600m,雨,重
4,6,クラヴァシュドール,ハーツクライ,パスオブドリームズ,牝,3,-4,M.デムーロ,6,中内田充正,芝,右,1600m,雨,重
5,7,ミヤマザクラ,ディープインパクト,ミスパスカリ,牝,3,6,福永祐一,7,藤原英昭,芝,右,1600m,雨,重
6,2,サンクテュエール,ディープインパクト,ヒルダズパッション,牝,3,2,C.ルメール,3,藤沢和雄,芝,右,1600m,雨,重
7,5,フィオリキアリ,キズナ,クリアリーコンフューズド,牝,3,8,藤井勘一郎,14,清水久詞,芝,右,1600m,雨,重
8,3,マルターズディオサ,キズナ,トップオブドーラ,牝,3,-4,田辺裕信,5,手塚貴久,芝,右,1600m,雨,重
9,8,エーポス,ジャスタウェイ,ストライクルート,牝,3,12,岩田康誠,11,北出成人,芝,右,1600m,雨,重
10,4,リアアメリア,ディープインパクト,リアアントニア,牝,3,-4,川田将雅,4,中内田充正,芝,右,1600m,雨,重
11,1,チェーンオブラブ,ハーツクライ,フェアエレン,牝,3,2,石橋脩,16,小笠倫弘,芝,右,1600m,雨,重
12,7,マジックキャッスル,ディープインパクト,ソーマジック,牝,3,-6,浜中俊,8,国枝栄,芝,右,1600m,雨,重
13,8,ケープコッド,ダイワメジャー,ハーロンベイ,牝,3,-6,岩田望来,18,高柳瑞樹,芝,右,1600m,雨,重
14,6,インターミッション,ディープインパクト,レイカーラ,牝,3,6,石川裕紀人,13,手塚貴久,芝,右,1600m,雨,重
15,4,ヒルノマリブ,ゴールドアリュール,パレガルニエ,牝,3,2,北村友一,15,北出成人,芝,右,1600m,雨,重
16,3,ウーマンズハート,ハーツクライ,レディオブパーシャ,牝,3,0,藤岡康太,10,西浦勝一,芝,右,1600m,雨,重
17,1,ナイントゥファイブ,スクリーンヒーロー,ベットーレ,牝,3,4,松田大作,17,西園正都,芝,右,1600m,雨,重
18,7,ヤマカツマーメイド,ロードカナロア,ヤマカツマリリン,牝,3,4,池添謙一,12,池添兼雄,芝,右,1600m,雨,重
1,6,オジュウチョウサン,ステイゴールド,シャドウシルエット,牡,9,0,石神深一,1,和田正一郎,障害,芝,4250m,雨,不良
2,8,メイショウダッサイ,スズカマンボ,スズカブルーム,牡,7,-6,森一馬,3,飯田祐史,障害,芝,4250m,雨,不良
3,5,ブライトクォーツ,ワークフォース,レースドール,牡,6,-10,西谷誠,4,荒川義之,障害,芝,4250m,雨,不良
4,6,シンキングダンサー,コンデュイット,スプリングボード,牡,7,-2,五十嵐雄祐,5,武市康男,障害,芝,4250m,雨,不良
5,8,アズマタックン,ブラックタイド,ネイチャーガイド,牡,7,-4,小坂忠士,10,加用正,障害,芝,4250m,雨,不良
6,2,ヒロシゲセブン,ディープブリランテ,ダイイチボタン,牡,5,-4,高田潤,8,北出成人,障害,芝,4250m,雨,不良
7,3,コスモロブロイ,ゼンノロブロイ,ヴィクトリアルイゼ,牡,5,-4,草野太郎,7,伊藤伸一,障害,芝,4250m,雨,不良
8,4,ユイノシンドバッド,モンテロッソ,マドリガルスコア,牡,5,-6,大江原圭,9,竹内正洋,障害,芝,4250m,雨,不良
1,1,コントレイル,ディープインパクト,ロードクロサイト,牡,3,0,福永祐一,1,矢作芳人,芝,右,2000m,晴,稍重
2,4,サリオス,ハーツクライ,サロミナ,牡,3,-2,D.レーン,3,堀宣行,芝,右,2000m,晴,稍重
3,8,ガロアクリーク,キンシャサノキセキ,ゴールドレリック,牡,3,2,L.ヒューイットソン,8,上原博之,芝,右,2000m,晴,稍重
4,4,ウインカーネリアン,スクリーンヒーロー,コスモクリスタル,牡,3,-2,田辺裕信,17,鹿戸雄一,芝,右,2000m,晴,稍重
5,3,サトノフラッグ,ディープインパクト,バラダセール,牡,3,-4,C.ルメール,2,国枝栄,芝,右,2000m,晴,稍重
6,7,ダーリントンホール,New Approach,Miss Kenton,牡,3,-10,M.デムーロ,6,木村哲也,芝,右,2000m,晴,稍重
7,2,コルテジア,シンボリクリスエス,シェルエメール,牡,3,6,松山弘平,13,鈴木孝志,芝,右,2000m,晴,稍重
8,8,ヴェルトライゼンデ,ドリームジャーニー,マンデラ,牡,3,-4,池添謙一,4,池江泰寿,芝,右,2000m,晴,稍重
9,5,ブラックホール,ゴールドシップ,ヴィーヴァブーケ,牡,3,2,石川裕紀人,12,相沢郁,芝,右,2000m,晴,稍重
10,3,ディープボンド,キズナ,ゼフィランサス,牡,3,-6,横山典弘,18,大久保龍志,芝,右,2000m,晴,稍重
11,1,レクセランス,ディープインパクト,エクセレンス2,牡,3,-4,北村友一,9,池添学,芝,右,2000m,晴,稍重
12,5,アメリカンシード,Tapit,Sweet Talker,牡,3,-8,丸山元気,16,藤岡健一,芝,右,2000m,晴,稍重
13,6,マイラプソディ,ハーツクライ,テディーズプロミス,牡,3,-4,武豊,7,友道康夫,芝,右,2000m,晴,稍重
14,8,ビターエンダー,オルフェーヴル,ビタースウィート,牡,3,4,津村明秀,11,相沢郁,芝,右,2000m,晴,稍重
15,7,ラインベック,ディープインパクト,アパパネ,牡,3,8,岩田康誠,14,友道康夫,芝,右,2000m,晴,稍重
16,6,クリスタルブラック,キズナ,アッシュケーク,牡,3,-2,吉田豊,5,高橋文雅,芝,右,2000m,晴,稍重
17,7,キメラヴェリテ,キズナ,ルミエールヴェリテ,牡,3,0,藤岡康太,10,中竹和也,芝,右,2000m,晴,稍重
18,2,テンピン,ジャスタウェイ,プリティカポレイ,牡,3,-2,中井裕二,15,安田隆行,芝,右,2000m,晴,稍重
1,8,フィエールマン,ディープインパクト,リュヌドール,牡,5,8,C.ルメール,1,手塚貴久,芝,右,3200m,曇,良
2,4,スティッフェリオ,ステイゴールド,シリアスアティテュード,牡,6,-2,北村友一,11,音無秀孝,芝,右,3200m,曇,良
3,4,ミッキースワロー,トーセンホマレボシ,マドレボニータ,牡,6,0,横山典弘,4,菊沢隆徳,芝,右,3200m,曇,良
4,5,ユーキャンスマイル,キングカメハメハ,ムードインディゴ,牡,5,0,浜中俊,2,友道康夫,芝,右,3200m,曇,良
5,3,トーセンカンビーナ,ディープインパクト,カンビーナ,牡,4,4,藤岡康太,7,角居勝彦,芝,右,3200m,曇,良
6,5,キセキ,ルーラーシップ,ブリッツフィナーレ,牡,6,6,武豊,3,角居勝彦,芝,右,3200m,曇,良
7,1,モズベッロ,ディープブリランテ,ハーランズルビー,牡,4,6,池添謙一,5,森田直行,芝,右,3200m,曇,良
8,7,メイショウテンゲン,ディープインパクト,メイショウベルーガ,牡,4,8,幸英明,10,池添兼雄,芝,右,3200m,曇,良
9,3,ダンビュライト,ルーラーシップ,タンザナイト,せん,6,2,松若風馬,8,音無秀孝,芝,右,3200m,曇,良
10,2,エタリオウ,ステイゴールド,ホットチャチャ,牡,5,8,川田将雅,6,友道康夫,芝,右,3200m,曇,良
11,6,メロディーレーン,オルフェーヴル,メーヴェ,牝,4,-2,岩田望来,13,森田直行,芝,右,3200m,曇,良
12,6,ミライヘノツバサ,ドリームジャーニー,タムロブライト,牡,7,4,木幡巧也,12,伊藤大士,芝,右,3200m,曇,良
13,8,ハッピーグリン,ローエングリン,レディセラヴィ,牡,5,-6,和田竜二,14,森秀行,芝,右,3200m,曇,良
14,7,シルヴァンシャー,ディープインパクト,アゼリ,牡,5,2,M.デムーロ,9,池江泰寿,芝,右,3200m,曇,良
1,6,ラウダシオン,リアルインパクト,アンティフォナ,牡,3,0,M.デムーロ,9,斉藤崇史,芝,左,1600m,晴,良
2,2,レシステンシア,ダイワメジャー,マラコスタムブラダ,牝,3,-6,C.ルメール,1,松下武士,芝,左,1600m,晴,良
3,3,ギルデッドミラー,オルフェーヴル,タイタンクイーン,牝,3,0,福永祐一,6,松永幹夫,芝,左,1600m,晴,良
4,1,タイセイビジョン,タートルボウル,ソムニア,牡,3,-6,石橋脩,2,西村真幸,芝,左,1600m,晴,良
5,7,ルフトシュトローム,キンシャサノキセキ,ハワイアンウインド,牡,3,0,D.レーン,4,堀宣行,芝,左,1600m,晴,良
6,3,シャインガーネット,オルフェーヴル,ベルベットローブ,牝,3,4,田辺裕信,7,栗田徹,芝,左,1600m,晴,良
7,8,ウイングレイテスト,スクリーンヒーロー,グレートキャティ,牡,3,-4,横山武史,8,青木孝文,芝,左,1600m,晴,良
8,5,ラインベック,ディープインパクト,アパパネ,牡,3,-8,武士沢友治,11,友道康夫,芝,左,1600m,晴,良
9,6,ボンオムトゥック,クロフネ,ガラアフェアー,牝,3,0,田中勝春,12,高橋亮,芝,左,1600m,晴,良
10,7,ソウルトレイン,レッドスパーダ,チラリ,牡,3,-2,藤井勘一郎,15,西村真幸,芝,左,1600m,晴,良
11,4,メイショウチタン,ロードカナロア,ラルティスタ,牡,3,-2,吉田豊,18,本田優,芝,左,1600m,晴,良
12,8,ストーンリッジ,ディープインパクト,クロウキャニオン,牡,3,0,松田大作,13,藤原英昭,芝,左,1600m,晴,良
13,8,サトノインプレッサ,ディープインパクト,サプレザ,牡,3,-6,武豊,3,矢作芳人,芝,左,1600m,晴,良
14,4,サクセッション,キングカメハメハ,アディクティド,牡,3,4,横山典弘,5,国枝栄,芝,左,1600m,晴,良
15,2,プリンスリターン,ストロングリターン,プリンセスプライド,牡,3,0,原田和真,10,加用正,芝,左,1600m,晴,良
16,1,シャチ,リアルインパクト,ソウタツ,牡,3,0,木幡育也,16,小桧山悟,芝,左,1600m,晴,良
17,5,ハーモニーマゼラン,ダイワメジャー,スターズアラインド,牡,3,-6,大野拓弥,14,牧光二,芝,左,1600m,晴,良
18,7,ニシノストーム,リーチザクラウン,ニシノステディー,牡,3,-6,江田照男,17,杉浦宏昭,芝,左,1600m,晴,良
1,6,アーモンドアイ,ロードカナロア,フサイチパンドラ,牝,5,0,C.ルメール,1,国枝栄,芝,左,1600m,晴,良
2,8,サウンドキアラ,ディープインパクト,サウンドバリアー,牝,5,2,松山弘平,4,安達昭夫,芝,左,1600m,晴,良
3,8,ノームコア,ハービンジャー,クロノロジスト,牝,5,-12,横山典弘,5,萩原清,芝,左,1600m,晴,良
4,7,トロワゼトワル,ロードカナロア,セコンドピアット,牝,5,-16,三浦皇成,12,安田隆行,芝,左,1600m,晴,良
5,4,ダノンファンタジー,ディープインパクト,ライフフォーセール,牝,4,-20,川田将雅,6,中内田充正,芝,左,1600m,晴,良
6,2,シゲルピンクダイヤ,ダイワメジャー,ムーンライトベイ,牝,4,-2,和田竜二,11,渡辺薫彦,芝,左,1600m,晴,良
7,1,ラヴズオンリーユー,ディープインパクト,ラヴズオンリーミー,牝,4,-6,M.デムーロ,3,矢作芳人,芝,左,1600m,晴,良
8,3,プリモシーン,ディープインパクト,モシーン,牝,5,-4,D.レーン,2,木村哲也,芝,左,1600m,晴,良
9,1,ビーチサンバ,クロフネ,フサイチエアデール,牝,4,0,福永祐一,9,友道康夫,芝,左,1600m,晴,良
10,2,シャドウディーヴァ,ハーツクライ,ダイヤモンドディーバ,牝,4,8,池添謙一,10,斎藤誠,芝,左,1600m,晴,良
11,7,アルーシャ,ディープインパクト,ザズー,牝,5,4,北村宏司,15,藤沢和雄,芝,左,1600m,晴,良
12,3,トーセンブレス,ディープインパクト,ブルーミンバー,牝,5,2,柴田善臣,13,加藤征弘,芝,左,1600m,晴,良
13,6,サトノガーネット,ディープインパクト,ビートリックスキッド,牝,5,-12,吉田豊,16,矢作芳人,芝,左,1600m,晴,良
14,8,コントラチェック,ディープインパクト,リッチダンサー,牝,4,-6,武豊,8,藤沢和雄,芝,左,1600m,晴,良
15,7,スカーレットカラー,ヴィクトワールピサ,ヴェントス,牝,5,-8,石橋脩,7,高橋亮,芝,左,1600m,晴,良
16,5,メジェールスー,ロードカナロア,エイジアンウインズ,牝,5,-10,岡田祥嗣,14,藤原英昭,芝,左,1600m,晴,良
1,2,デアリングタクト,エピファネイア,デアリングバード,牝,3,0,松山弘平,1,杉山晴紀,芝,左,2400m,晴,良
2,8,ウインマリリン,スクリーンヒーロー,コスモチェーロ,牝,3,2,横山典弘,7,手塚貴久,芝,左,2400m,晴,良
3,4,ウインマイティー,ゴールドシップ,アオバコリン,牝,3,6,和田竜二,13,五十嵐忠男,芝,左,2400m,晴,良
4,3,リアアメリア,ディープインパクト,リアアントニア,牝,3,-4,川田将雅,8,中内田充正,芝,左,2400m,晴,良
5,6,マジックキャッスル,ディープインパクト,ソーマジック,牝,3,-2,浜中俊,14,国枝栄,芝,左,2400m,晴,良
6,7,チェーンオブラブ,ハーツクライ,フェアエレン,牝,3,-4,石橋脩,17,小笠倫弘,芝,左,2400m,晴,良
7,5,ミヤマザクラ,ディープインパクト,ミスパスカリ,牝,3,-2,武豊,4,藤原英昭,芝,左,2400m,晴,良
8,3,ホウオウピースフル,オルフェーヴル,ツルマルワンピース,牝,3,-2,内田博幸,10,大竹正博,芝,左,2400m,晴,良
9,6,リリーピュアハート,ディープインパクト,リリーオブザヴァレー,牝,3,-8,福永祐一,6,藤原英昭,芝,左,2400m,晴,良
10,8,マルターズディオサ,キズナ,トップオブドーラ,牝,3,-6,田辺裕信,12,手塚貴久,芝,左,2400m,晴,良
11,1,デゼル,ディープインパクト,アヴニールセルタン,牝,3,-8,D.レーン,2,友道康夫,芝,左,2400m,晴,良
12,7,ウーマンズハート,ハーツクライ,レディオブパーシャ,牝,3,-4,藤岡康太,15,西浦勝一,芝,左,2400m,晴,良
13,8,サンクテュエール,ディープインパクト,ヒルダズパッション,牝,3,2,C.ルメール,5,藤沢和雄,芝,左,2400m,晴,良
14,7,フィオリキアリ,キズナ,クリアリーコンフューズド,牝,3,-10,田中勝春,16,清水久詞,芝,左,2400m,晴,良
15,1,クラヴァシュドール,ハーツクライ,パスオブドリームズ,牝,3,-2,M.デムーロ,3,中内田充正,芝,左,2400m,晴,良
16,4,スマイルカナ,ディープインパクト,エーシンクールディ,牝,3,4,柴田大知,9,高橋祥泰,芝,左,2400m,晴,良
17,2,アブレイズ,キズナ,エディン,牝,3,-2,藤井勘一郎,11,池江泰寿,芝,左,2400m,晴,良
18,5,インターミッション,ディープインパクト,レイカーラ,牝,3,-4,石川裕紀人,18,手塚貴久,芝,左,2400m,晴,良
1,3,コントレイル,ディープインパクト,ロードクロサイト,牡,3,-2,福永祐一,1,矢作芳人,芝,左,2400m,曇,良
2,6,サリオス,ハーツクライ,サロミナ,牡,3,-8,D.レーン,2,堀宣行,芝,左,2400m,曇,良
3,3,ヴェルトライゼンデ,ドリームジャーニー,マンデラ,牡,3,0,池添謙一,10,池江泰寿,芝,左,2400m,曇,良
4,1,サトノインプレッサ,ディープインパクト,サプレザ,牡,3,0,坂井瑠星,9,矢作芳人,芝,左,2400m,曇,良
5,7,ディープボンド,キズナ,ゼフィランサス,牡,3,2,和田竜二,8,大久保龍志,芝,左,2400m,曇,良
6,6,ガロアクリーク,キンシャサノキセキ,ゴールドレリック,牡,3,0,川田将雅,7,上原博之,芝,左,2400m,曇,良
7,4,ブラックホール,ゴールドシップ,ヴィーヴァブーケ,牡,3,-8,石川裕紀人,17,相沢郁,芝,左,2400m,曇,良
8,2,ワーケア,ハーツクライ,チェリーコレクト,牡,3,-4,C.ルメール,3,手塚貴久,芝,左,2400m,曇,良
9,7,マイラプソディ,ハーツクライ,テディーズプロミス,牡,3,-4,横山典弘,11,友道康夫,芝,左,2400m,曇,良
10,4,ビターエンダー,オルフェーヴル,ビタースウィート,牡,3,0,津村明秀,13,相沢郁,芝,左,2400m,曇,良
11,7,サトノフラッグ,ディープインパクト,バラダセール,牡,3,0,武豊,4,国枝栄,芝,左,2400m,曇,良
12,5,コルテジア,シンボリクリスエス,シェルエメール,牡,3,-2,松山弘平,14,鈴木孝志,芝,左,2400m,曇,良
13,5,ダーリントンホール,New Approach,Miss Kenton,牡,3,4,M.デムーロ,5,木村哲也,芝,左,2400m,曇,良
14,8,ヴァルコス,ノヴェリスト,ランズエッジ,牡,3,0,三浦皇成,6,友道康夫,芝,左,2400m,曇,良
15,2,レクセランス,ディープインパクト,エクセレンス2,牡,3,-2,石橋脩,18,池添学,芝,左,2400m,曇,良
16,8,マンオブスピリット,ルーラーシップ,サンデースマイル2,牡,3,2,北村友一,16,斉藤崇史,芝,左,2400m,曇,良
17,8,ウインカーネリアン,スクリーンヒーロー,コスモクリスタル,牡,3,6,田辺裕信,15,鹿戸雄一,芝,左,2400m,曇,良
18,1,アルジャンナ,ディープインパクト,コンドコマンド,牡,3,-2,浜中俊,12,池江泰寿,芝,左,2400m,曇,良
1,7,グランアレグリア,ディープインパクト,タピッツフライ,牝,4,6,池添謙一,3,藤沢和雄,芝,左,1600m,晴,稍重
2,4,アーモンドアイ,ロードカナロア,フサイチパンドラ,牝,5,2,C.ルメール,1,国枝栄,芝,左,1600m,晴,稍重
3,4,インディチャンプ,ステイゴールド,ウィルパワー,牡,5,4,福永祐一,2,音無秀孝,芝,左,1600m,晴,稍重
4,3,ノームコア,ハービンジャー,クロノロジスト,牝,5,0,横山典弘,7,萩原清,芝,左,1600m,晴,稍重
5,5,ケイアイノーテック,ディープインパクト,ケイアイガーベラ,牡,5,-4,津村明秀,11,平田修,芝,左,1600m,晴,稍重
6,6,アドマイヤマーズ,ダイワメジャー,ヴィアメディチ,牡,4,6,川田将雅,6,友道康夫,芝,左,1600m,晴,稍重
7,2,ダノンキングリー,ディープインパクト,マイグッドネス,牡,4,0,戸崎圭太,5,萩原清,芝,左,1600m,晴,稍重
8,8,ダノンスマッシュ,ロードカナロア,スピニングワイルドキャット,牡,5,4,三浦皇成,8,安田隆行,芝,左,1600m,晴,稍重
9,5,ペルシアンナイト,ハービンジャー,オリエントチャーム,牡,6,0,田辺裕信,10,池江泰寿,芝,左,1600m,晴,稍重
10,8,ヴァンドギャルド,ディープインパクト,スキア,牡,4,0,岩田望来,9,藤原英昭,芝,左,1600m,晴,稍重
11,6,ミスターメロディ,Scat Daddy,Trusty Lady,牡,5,5,北村友一,12,藤原英昭,芝,左,1600m,晴,稍重
12,7,セイウンコウセイ,アドマイヤムーン,オブザーヴァント,牡,7,-8,内田博幸,14,上原博之,芝,左,1600m,晴,稍重
13,1,ダノンプレミアム,ディープインパクト,インディアナギャル,牡,5,0,D.レーン,4,中内田充正,芝,左,1600m,晴,稍重
14,3,クルーガー,キングカメハメハ,アディクティド,牡,8,2,石橋脩,13,高野友和,芝,左,1600m,晴,稍重
1,8,クロノジェネシス,バゴ,クロノロジスト,牝,4,10,北村友一,2,斉藤崇史,芝,右,2200m,曇,稍重
2,7,キセキ,ルーラーシップ,ブリッツフィナーレ,牡,6,-10,武豊,6,角居勝彦,芝,右,2200m,曇,稍重
3,6,モズベッロ,ディープブリランテ,ハーランズルビー,牡,4,2,池添謙一,12,森田直行,芝,右,2200m,曇,稍重
4,3,サートゥルナーリア,ロードカナロア,シーザリオ,牡,4,6,C.ルメール,1,角居勝彦,芝,右,2200m,曇,稍重
5,5,メイショウテンゲン,ディープインパクト,メイショウベルーガ,牡,4,-4,松山弘平,16,池添兼雄,芝,右,2200m,曇,稍重
6,6,ラッキーライラック,オルフェーヴル,ライラックスアンドレース,牝,5,4,M.デムーロ,3,松永幹夫,芝,右,2200m,曇,稍重
7,3,トーセンスーリヤ,ローエングリン,トーセンガラシャ,牡,5,2,横山和生,14,小野次郎,芝,右,2200m,曇,稍重
8,1,トーセンカンビーナ,ディープインパクト,カンビーナ,牡,4,6,浜中俊,11,角居勝彦,芝,右,2200m,曇,稍重
9,7,ダンビュライト,ルーラーシップ,タンザナイト,せん,6,-2,松若風馬,10,音無秀孝,芝,右,2200m,曇,稍重
10,4,レッドジェニアル,キングカメハメハ,レッドアゲート,牡,4,-2,酒井学,15,高橋義忠,芝,右,2200m,曇,稍重
11,7,スティッフェリオ,ステイゴールド,シリアスアティテュード,牡,6,-2,幸英明,8,音無秀孝,芝,右,2200m,曇,稍重
12,8,カデナ,ディープインパクト,フレンチリヴィエラ,牡,6,0,鮫島克駿,9,中竹和也,芝,右,2200m,曇,稍重
13,4,ワグネリアン,ディープインパクト,ミスアンコール,牡,5,4,福永祐一,7,友道康夫,芝,右,2200m,曇,稍重
14,5,アドマイヤアルバ,ハーツクライ,エリドゥバビロン,せん,5,0,西村淳也,18,須貝尚介,芝,右,2200m,曇,稍重
15,1,ペルシアンナイト,ハービンジャー,オリエントチャーム,牡,6,-2,和田竜二,13,池江泰寿,芝,右,2200m,曇,稍重
16,8,ブラストワンピース,ハービンジャー,ツルマルワンピース,牡,5,0,川田将雅,4,大竹正博,芝,右,2200m,曇,稍重
17,2,グローリーヴェイズ,ディープインパクト,メジロツボネ,牡,5,14,D.レーン,5,尾関知人,芝,右,2200m,曇,稍重
18,2,アフリカンゴールド,ステイゴールド,ブリクセン,せん,5,2,藤井勘一郎,17,西園正都,芝,右,2200m,曇,稍重
1,5,グランアレグリア,ディープインパクト,タピッツフライ,牝,4,12,C.ルメール,1,藤沢和雄,芝,右,1200m,曇,良
2,2,ダノンスマッシュ,ロードカナロア,スピニングワイルドキャット,牡,5,2,川田将雅,3,安田隆行,芝,右,1200m,曇,良
3,8,アウィルアウェイ,ジャスタウェイ,ウィルパワー,牝,4,-4,松山弘平,10,高野友和,芝,右,1200m,曇,良
