着順,枠番,馬名,父親,母親,性別,年齢,体重変化量,騎手,人気,調教師,種別,回り方,距離,天気,状態
13,7,サトノワルキューレ,ディープインパクト,ヒアトゥウィン,牝,4,-10,内田博幸,14,角居勝彦,芝,左,1600m,晴,良
14,1,アマルフィコースト,ダイワメジャー,ジプシーハイウェイ,牝,4,-6,坂井瑠星,12,牧田和弥,芝,左,1600m,晴,良
15,8,フロンテアクイーン,メイショウサムソン,ブルーボックスボウ,牝,6,0,三浦皇成,9,国枝栄,芝,左,1600m,晴,良
16,6,ワントゥワン,ディープインパクト,ワンカラット,牝,6,-2,中谷雄太,16,藤岡健一,芝,左,1600m,晴,良
17,3,メイショウオワラ,ディープブリランテ,メイショウヤワラ,牝,5,0,秋山真一郎,18,岡田稲男,芝,左,1600m,晴,良
18,7,カンタービレ,ディープインパクト,シャンロッサ,牝,4,-2,M.デムーロ,7,角居勝彦,芝,左,1600m,晴,良
1,7,ラヴズオンリーユー,ディープインパクト,ラヴズオンリーミー,牝,3,0,M.デムーロ,1,矢作芳人,芝,左,2400m,晴,良
2,5,カレンブーケドール,ディープインパクト,ソラリア,牝,3,-4,津村明秀,12,国枝栄,芝,左,2400m,晴,良
3,1,クロノジェネシス,バゴ,クロノロジスト,牝,3,-2,北村友一,2,斉藤崇史,芝,左,2400m,晴,良
4,6,ウィクトーリア,ヴィクトワールピサ,ブラックエンブレム,牝,3,-6,戸崎圭太,6,小島茂之,芝,左,2400m,晴,良
5,4,ダノンファンタジー,ディープインパクト,ライフフォーセール,牝,3,-6,川田将雅,4,中内田充正,芝,左,2400m,晴,良
6,4,シャドウディーヴァ,ハーツクライ,ダイヤモンドディーバ,牝,3,0,岩田康誠,7,斎藤誠,芝,左,2400m,晴,良
7,2,シェーングランツ,ディープインパクト,スタセリタ,牝,3,-4,武豊,10,藤沢和雄,芝,左,2400m,晴,良
8,3,アクアミラビリス,ヴィクトワールピサ,アクアリング,牝,3,8,藤岡佑介,13,吉村圭司,芝,左,2400m,晴,良
9,2,コントラチェック,ディープインパクト,リッチダンサー,牝,3,-6,D.レーン,3,藤沢和雄,芝,左,2400m,晴,良
10,8,フィリアプーラ,ハービンジャー,プリンセスカメリア,牝,3,6,丸山元気,17,菊沢隆徳,芝,左,2400m,晴,良
11,3,エールヴォア,ヴィクトワールピサ,フィーリングトーン,牝,3,-8,松山弘平,8,橋口慎介,芝,左,2400m,晴,良
12,6,シゲルピンクダイヤ,ダイワメジャー,ムーンライトベイ,牝,3,-4,和田竜二,5,渡辺薫彦,芝,左,2400m,晴,良
13,5,ウインゼノビア,スクリーンヒーロー,ゴシップクイーン,牝,3,-4,松岡正海,18,青木孝文,芝,左,2400m,晴,良
14,1,ジョディー,ダイワメジャー,ミスティーク2,牝,3,2,武藤雅,14,戸田博文,芝,左,2400m,晴,良
15,8,ビーチサンバ,クロフネ,フサイチエアデール,牝,3,6,福永祐一,9,友道康夫,芝,左,2400m,晴,良
16,7,フェアリーポルカ,ルーラーシップ,フェアリーダンス,牝,3,2,幸英明,11,西村真幸,芝,左,2400m,晴,良
17,8,メイショウショウブ,ダイワメジャー,メイショウスズラン,牝,3,2,池添謙一,16,池添兼雄,芝,左,2400m,晴,良
18,7,ノーワン,ハーツクライ,プレイガール,牝,3,-8,坂井瑠星,15,笹田和秀,芝,左,2400m,晴,良
1,1,ロジャーバローズ,ディープインパクト,リトルブック,牡,3,-8,浜中俊,12,角居勝彦,芝,左,2400m,晴,良
2,4,ダノンキングリー,ディープインパクト,マイグッドネス,牡,3,4,戸崎圭太,3,萩原清,芝,左,2400m,晴,良
3,7,ヴェロックス,ジャスタウェイ,セルキス,牡,3,8,川田将雅,2,中内田充正,芝,左,2400m,晴,良
4,3,サートゥルナーリア,ロードカナロア,シーザリオ,牡,3,-6,D.レーン,1,角居勝彦,芝,左,2400m,晴,良
5,5,ニシノデイジー,ハービンジャー,ニシノヒナギク,牡,3,0,勝浦正樹,13,高木登,芝,左,2400m,晴,良
6,5,クラージュゲリエ,キングカメハメハ,ジュモー,牡,3,4,三浦皇成,7,池江泰寿,芝,左,2400m,晴,良
7,7,ランフォザローゼス,キングカメハメハ,ラストグルーヴ,牡,3,4,福永祐一,5,藤沢和雄,芝,左,2400m,晴,良
8,6,レッドジェニアル,キングカメハメハ,レッドアゲート,牡,3,-4,酒井学,11,高橋義忠,芝,左,2400m,晴,良
9,8,タガノディアマンテ,オルフェーヴル,タガノレヴェントン,牡,3,4,田辺裕信,15,鮫島一歩,芝,左,2400m,晴,良
10,4,メイショウテンゲン,ディープインパクト,メイショウベルーガ,牡,3,0,武豊,10,池添兼雄,芝,左,2400m,晴,良
11,3,マイネルサーパス,アイルハヴアナザー,マイネアクティース,牡,3,0,丹内祐次,18,高木登,芝,左,2400m,晴,良
12,2,エメラルファイト,クロフネ,セトウチソーラー,牡,3,6,石川裕紀人,14,相沢郁,芝,左,2400m,晴,良
13,8,ナイママ,ダノンバラード,ニシノマドカ,牡,3,4,柴田大知,17,武藤善則,芝,左,2400m,晴,良
14,1,ヴィント,モンテロッソ,シャッツ,牡,3,0,竹之下智昭,16,千田輝彦,芝,左,2400m,晴,良
15,7,リオンリオン,ルーラーシップ,アゲヒバリ,牡,3,-6,横山武史,6,松永幹夫,芝,左,2400m,晴,良
16,8,シュヴァルツリーゼ,ハーツクライ,ソベラニア,牡,3,-2,石橋脩,9,堀宣行,芝,左,2400m,晴,良
17,2,サトノルークス,ディープインパクト,リッスン,牡,3,-4,池添謙一,8,池江泰寿,芝,左,2400m,晴,良
18,6,アドマイヤジャスタ,ジャスタウェイ,アドマイヤテレサ,牡,3,-16,M.デムーロ,4,須貝尚介,芝,左,2400m,晴,良
1,3,インディチャンプ,ステイゴールド,ウィルパワー,牡,4,0,福永祐一,4,音無秀孝,芝,左,1600m,曇,良
2,1,アエロリット,クロフネ,アステリックス,牝,5,4,戸崎圭太,3,菊沢隆徳,芝,左,1600m,曇,良
3,7,アーモンドアイ,ロードカナロア,フサイチパンドラ,牝,4,0,C.ルメール,1,国枝栄,芝,左,1600m,曇,良
4,3,グァンチャーレ,スクリーンヒーロー,チュウオーサーヤ,牡,7,0,松岡正海,13,北出成人,芝,左,1600m,曇,良
5,2,サングレーザー,ディープインパクト,マンティスハント,牡,5,-2,岩田康誠,6,浅見秀一,芝,左,1600m,曇,良
6,4,モズアスコット,Frankel,India,牡,5,-8,坂井瑠星,7,矢作芳人,芝,左,1600m,曇,良
7,1,ケイアイノーテック,ディープインパクト,ケイアイガーベラ,牡,4,-4,幸英明,10,平田修,芝,左,1600m,曇,良
8,4,ステルヴィオ,ロードカナロア,ラルケット,牡,4,8,D.レーン,5,木村哲也,芝,左,1600m,曇,良
9,8,ロジクライ,ハーツクライ,ドリームモーメント,牡,6,-2,武豊,11,須貝尚介,芝,左,1600m,曇,良
10,7,ペルシアンナイト,ハービンジャー,オリエントチャーム,牡,5,0,M.デムーロ,8,池江泰寿,芝,左,1600m,曇,良
11,2,サクラアンプルール,キングカメハメハ,サクラメガ,牡,8,2,横山典弘,15,金成貴史,芝,左,1600m,曇,良
12,6,ロードクエスト,マツリダゴッホ,マツリダワルツ,牡,6,0,石川裕紀人,16,小島茂之,芝,左,1600m,曇,良
13,5,スマートオーディン,ダノンシャンティ,レディアップステージ,牡,6,-4,池添謙一,12,池江泰寿,芝,左,1600m,曇,良
14,5,フィアーノロマーノ,Fastnet Rock,Heart Ashley,牡,5,4,北村友一,9,高野友和,芝,左,1600m,曇,良
15,6,エントシャイデン,ディープインパクト,ルシュクル,牡,4,2,田辺裕信,14,矢作芳人,芝,左,1600m,曇,良
16,8,ダノンプレミアム,ディープインパクト,インディアナギャル,牡,4,4,川田将雅,2,中内田充正,芝,左,1600m,曇,良
1,8,リスグラシュー,ハーツクライ,リリサイド,牝,5,2,D.レーン,3,矢作芳人,芝,右,2200m,曇,良
2,1,キセキ,ルーラーシップ,ブリッツフィナーレ,牡,5,-2,川田将雅,1,角居勝彦,芝,右,2200m,曇,良
3,8,スワーヴリチャード,ハーツクライ,ピラミマ,牡,5,0,M.デムーロ,6,庄野靖志,芝,右,2200m,曇,良
4,4,アルアイン,ディープインパクト,ドバイマジェスティ,牡,5,-4,北村友一,5,池江泰寿,芝,右,2200m,曇,良
5,2,レイデオロ,キングカメハメハ,ラドラーダ,牡,5,0,C.ルメール,2,藤沢和雄,芝,右,2200m,曇,良
6,7,ノーブルマーズ,ジャングルポケット,アイアンドユー,牡,6,0,高倉稜,10,宮本博,芝,右,2200m,曇,良
7,5,スティッフェリオ,ステイゴールド,シリアスアティテュード,牡,5,-8,丸山元気,8,音無秀孝,芝,右,2200m,曇,良
8,7,クリンチャー,ディープスカイ,ザフェイツ,牡,5,0,三浦皇成,9,宮本博,芝,右,2200m,曇,良
9,3,エタリオウ,ステイゴールド,ホットチャチャ,牡,4,2,横山典弘,4,友道康夫,芝,右,2200m,曇,良
10,6,ショウナンバッハ,ステイゴールド,シュガーハート,牡,8,0,吉田豊,11,上原博之,芝,右,2200m,曇,良
11,6,マカヒキ,ディープインパクト,ウィキウィキ,牡,6,2,岩田康誠,7,友道康夫,芝,右,2200m,曇,良
12,5,タツゴウゲキ,マーベラスサンデー,ニシノプルメリア,牡,7,4,秋山真一郎,12,鮫島一歩,芝,右,2200m,曇,良
1,4,タワーオブロンドン,Raven s Pass,スノーパイン,牡,4,-2,C.ルメール,2,藤沢和雄,芝,右,1200m,曇,良
2,4,モズスーパーフレア,Speightstown,Christies Treasure,牝,4,-4,松若風馬,3,音無秀孝,芝,右,1200m,曇,良
3,1,ダノンスマッシュ,ロードカナロア,スピニングワイルドキャット,牡,4,-8,川田将雅,1,安田隆行,芝,右,1200m,曇,良
4,7,ミスターメロディ,Scat Daddy,Trusty Lady,牡,4,6,福永祐一,6,藤原英昭,芝,右,1200m,曇,良
5,3,レッツゴードンキ,キングカメハメハ,マルトク,牝,7,-12,岩田康誠,9,梅田智之,芝,右,1200m,曇,良
6,6,ダイメイプリンセス,キングヘイロー,ダイメイダーク,牝,6,0,秋山真一郎,12,森田直行,芝,右,1200m,曇,良
7,7,ハッピーアワー,ハービンジャー,サクセスシルエット,牡,3,-12,横山典弘,13,武幸四郎,芝,右,1200m,曇,良
8,3,ノーワン,ハーツクライ,プレイガール,牝,3,-6,内田博幸,14,笹田和秀,芝,右,1200m,曇,良
9,2,リナーテ,ステイゴールド,マルペンサ,牝,5,-2,三浦皇成,5,須貝尚介,芝,右,1200m,曇,良
10,1,アレスバローズ,ディープインパクト,タイセイエトワール,牡,7,-8,菱田裕二,11,角田晃一,芝,右,1200m,曇,良
11,8,イベリス,ロードカナロア,セレブラール,牝,3,0,浜中俊,10,角田晃一,芝,右,1200m,曇,良
12,2,セイウンコウセイ,アドマイヤムーン,オブザーヴァント,牡,6,-2,幸英明,8,上原博之,芝,右,1200m,曇,良
13,5,ディアンドル,ルーラーシップ,グリューネワルト,牝,3,2,藤岡佑介,4,奥村豊,芝,右,1200m,曇,良
14,6,マルターズアポジー,ゴスホークケン,マルターズヒート,牡,7,6,丸山元気,15,堀井雅広,芝,右,1200m,曇,良
15,5,ラブカンプー,ショウナンカンプ,ラブハート,牝,4,2,酒井学,16,森田直行,芝,右,1200m,曇,良
16,8,ファンタジスト,ロードカナロア,ディープインアスク,牡,3,0,武豊,7,梅田智之,芝,右,1200m,曇,良
1,3,クロノジェネシス,バゴ,クロノロジスト,牝,3,20,北村友一,4,斉藤崇史,芝,右,2000m,晴,稍重
2,4,カレンブーケドール,ディープインパクト,ソラリア,牝,3,0,津村明秀,2,国枝栄,芝,右,2000m,晴,稍重
3,7,シゲルピンクダイヤ,ダイワメジャー,ムーンライトベイ,牝,3,4,和田竜二,10,渡辺薫彦,芝,右,2000m,晴,稍重
4,5,シャドウディーヴァ,ハーツクライ,ダイヤモンドディーバ,牝,3,2,松山弘平,13,斎藤誠,芝,右,2000m,晴,稍重
5,4,ビーチサンバ,クロフネ,フサイチエアデール,牝,3,2,福永祐一,6,友道康夫,芝,右,2000m,晴,稍重
6,3,ローズテソーロ,ハーツクライ,ロマンシエール,牝,3,2,横山典弘,14,金成貴史,芝,右,2000m,晴,稍重
7,2,ブランノワール,ロードカナロア,プチノワール,牝,3,-4,浜中俊,11,須貝尚介,芝,右,2000m,晴,稍重
8,1,ダノンファンタジー,ディープインパクト,ライフフォーセール,牝,3,6,川田将雅,1,中内田充正,芝,右,2000m,晴,稍重
9,8,エスポワール,オルフェーヴル,スカーレット,牝,3,0,A.シュタルケ,3,角居勝彦,芝,右,2000m,晴,稍重
10,8,パッシングスルー,ルーラーシップ,マイティースルー,牝,3,-6,戸崎圭太,9,黒岩陽一,芝,右,2000m,晴,稍重
11,5,シェーングランツ,ディープインパクト,スタセリタ,牝,3,10,武豊,12,藤沢和雄,芝,右,2000m,晴,稍重
12,2,トゥーフラッシー,ブラックタイド,アースファイヤー,牝,3,0,幸英明,17,高市圭二,芝,右,2000m,晴,稍重
13,7,サトノダムゼル,ディープインパクト,ダリシア,牝,3,-4,M.デムーロ,7,堀宣行,芝,右,2000m,晴,稍重
14,8,シングフォーユー,ジャスタウェイ,シングライクバード,牝,3,-2,藤岡佑介,15,牧光二,芝,右,2000m,晴,稍重
15,7,コントラチェック,ディープインパクト,リッチダンサー,牝,3,4,C.ルメール,5,藤沢和雄,芝,右,2000m,晴,稍重
16,6,フェアリーポルカ,ルーラーシップ,フェアリーダンス,牝,3,-2,三浦皇成,8,西村真幸,芝,右,2000m,晴,稍重
17,6,レッドアネモス,ヴィクトワールピサ,マチカネハヤテ,牝,3,18,藤岡康太,16,友道康夫,芝,右,2000m,晴,稍重
1,3,ワールドプレミア,ディープインパクト,マンデラ,牡,3,12,武豊,3,友道康夫,芝,右,3000m,晴,良
2,7,サトノルークス,ディープインパクト,リッスン,牡,3,8,福永祐一,8,池江泰寿,芝,右,3000m,晴,良
3,7,ヴェロックス,ジャスタウェイ,セルキス,牡,3,0,川田将雅,1,中内田充正,芝,右,3000m,晴,良
4,3,ディバインフォース,ワークフォース,ツクバビューティ,牡,3,2,横山典弘,16,寺島良,芝,右,3000m,晴,良
5,4,メロディーレーン,オルフェーヴル,メーヴェ,牝,3,2,坂井瑠星,12,森田直行,芝,右,3000m,晴,良
6,6,レッドジェニアル,キングカメハメハ,レッドアゲート,牡,3,-2,酒井学,7,高橋義忠,芝,右,3000m,晴,良
7,8,タガノディアマンテ,オルフェーヴル,タガノレヴェントン,牡,3,-4,田辺裕信,11,鮫島一歩,芝,右,3000m,晴,良
8,5,カウディーリョ,キングカメハメハ,ディアデラノビア,牡,3,-14,M.デムーロ,13,堀宣行,芝,右,3000m,晴,良
9,1,ニシノデイジー,ハービンジャー,ニシノヒナギク,牡,3,4,C.ルメール,2,高木登,芝,右,3000m,晴,良
10,4,ヒシゲッコウ,ルーラーシップ,ラルケット,牡,3,-2,C.スミヨン,4,堀宣行,芝,右,3000m,晴,良
11,7,ホウオウサーベル,ハーツクライ,バランセラ,牡,3,-2,蛯名正義,5,奥村武,芝,右,3000m,晴,良
12,8,メイショウテンゲン,ディープインパクト,メイショウベルーガ,牡,3,10,池添謙一,15,池添兼雄,芝,右,3000m,晴,良
13,1,ザダル,トーセンラー,シーザシー,牡,3,-12,石橋脩,6,大竹正博,芝,右,3000m,晴,良
14,8,ナイママ,ダノンバラード,ニシノマドカ,牡,3,2,柴田大知,18,武藤善則,芝,右,3000m,晴,良
15,2,ユニコーンライオン,No Nay Never,Muravka,牡,3,10,岩田康誠,10,矢作芳人,芝,右,3000m,晴,良
16,6,シフルマン,ハービンジャー,ラブリネスオブパリ,牡,3,-8,松山弘平,14,中尾秀正,芝,右,3000m,晴,良
17,5,ヴァンケドミンゴ,ルーラーシップ,アンフィルージュ,牡,3,6,藤岡佑介,17,藤岡健一,芝,右,3000m,晴,良
18,2,カリボール,ジャスタウェイ,レイズアンドコール,牡,3,0,藤井勘一郎,9,須貝尚介,芝,右,3000m,晴,良
1,1,アーモンドアイ,ロードカナロア,フサイチパンドラ,牝,4,-4,C.ルメール,1,国枝栄,芝,左,2000m,晴,良
2,5,ダノンプレミアム,ディープインパクト,インディアナギャル,牡,4,4,川田将雅,3,中内田充正,芝,左,2000m,晴,良
3,3,アエロリット,クロフネ,アステリックス,牝,5,0,戸崎圭太,6,菊沢隆徳,芝,左,2000m,晴,良
4,3,ユーキャンスマイル,キングカメハメハ,ムードインディゴ,牡,4,-8,岩田康誠,7,友道康夫,芝,左,2000m,晴,良
5,7,ワグネリアン,ディープインパクト,ミスアンコール,牡,4,-10,福永祐一,4,友道康夫,芝,左,2000m,晴,良
6,5,サートゥルナーリア,ロードカナロア,シーザリオ,牡,3,4,C.スミヨン,2,角居勝彦,芝,左,2000m,晴,良
7,2,スワーヴリチャード,ハーツクライ,ピラミマ,牡,5,-10,横山典弘,5,庄野靖志,芝,左,2000m,晴,良
8,8,ウインブライト,ステイゴールド,サマーエタニティ,牡,5,-8,松岡正海,12,畠山吉宏,芝,左,2000m,晴,良
9,2,ケイアイノーテック,ディープインパクト,ケイアイガーベラ,牡,4,-2,幸英明,14,平田修,芝,左,2000m,晴,良
10,4,マカヒキ,ディープインパクト,ウィキウィキ,牡,6,-4,武豊,8,友道康夫,芝,左,2000m,晴,良
11,6,ゴーフォザサミット,ハーツクライ,ラグジャリー,牡,4,-2,北村宏司,16,藤沢和雄,芝,左,2000m,晴,良
12,4,スティッフェリオ,ステイゴールド,シリアスアティテュード,牡,5,6,丸山元気,11,音無秀孝,芝,左,2000m,晴,良
13,1,カデナ,ディープインパクト,フレンチリヴィエラ,牡,5,-6,藤岡佑介,10,中竹和也,芝,左,2000m,晴,良
14,8,アルアイン,ディープインパクト,ドバイマジェスティ,牡,5,-4,北村友一,9,池江泰寿,芝,左,2000m,晴,良
15,7,ランフォザローゼス,キングカメハメハ,ラストグルーヴ,牡,3,0,M.デムーロ,13,藤沢和雄,芝,左,2000m,晴,良
16,6,ドレッドノータス,ハービンジャー,ディアデラノビア,せん,6,4,坂井瑠星,15,矢作芳人,芝,左,2000m,晴,良
1,1,ラッキーライラック,オルフェーヴル,ライラックスアンドレース,牝,4,-4,C.スミヨン,3,松永幹夫,芝,右,2200m,晴,良
2,3,クロコスミア,ステイゴールド,デヴェロッペ,牝,6,6,藤岡佑介,7,西浦勝一,芝,右,2200m,晴,良
3,6,ラヴズオンリーユー,ディープインパクト,ラヴズオンリーミー,牝,3,16,M.デムーロ,1,矢作芳人,芝,右,2200m,晴,良
4,6,センテリュオ,ディープインパクト,アドマイヤキラメキ,牝,4,-4,C.ルメール,5,高野友和,芝,右,2200m,晴,良
5,4,クロノジェネシス,バゴ,クロノロジスト,牝,3,-4,北村友一,2,斉藤崇史,芝,右,2200m,晴,良
6,8,サラキア,ディープインパクト,サロミナ,牝,4,-2,川田将雅,9,池添学,芝,右,2200m,晴,良
7,8,スカーレットカラー,ヴィクトワールピサ,ヴェントス,牝,4,14,岩田康誠,4,高橋亮,芝,右,2200m,晴,良
8,5,アルメリアブルーム,ドリームジャーニー,アルメーリヒ,牝,5,2,武豊,13,高橋康之,芝,右,2200m,晴,良
9,7,サトノガーネット,ディープインパクト,ビートリックスキッド,牝,4,2,坂井瑠星,12,矢作芳人,芝,右,2200m,晴,良
10,5,フロンテアクイーン,メイショウサムソン,ブルーボックスボウ,牝,6,-4,津村明秀,10,国枝栄,芝,右,2200m,晴,良
11,2,ウラヌスチャーム,ルーラーシップ,アメジストリング,牝,4,2,O.マーフィー,6,斎藤誠,芝,右,2200m,晴,良
12,7,ゴージャスランチ,マンハッタンカフェ,シーキングマイラブ,牝,4,-6,幸英明,14,鹿戸雄一,芝,右,2200m,晴,良
13,4,レイホーロマンス,ハービンジャー,スズカローラン,牝,6,4,和田翼,18,橋田満,芝,右,2200m,晴,良
14,8,レッドランディーニ,ディープインパクト,レッドメデューサ,牝,4,2,池添謙一,17,石坂正,芝,右,2200m,晴,良
15,2,シャドウディーヴァ,ハーツクライ,ダイヤモンドディーバ,牝,3,0,松山弘平,11,斎藤誠,芝,右,2200m,晴,良
16,3,ポンデザール,ハーツクライ,ジョコンダ2,牝,4,-8,藤岡康太,8,堀宣行,芝,右,2200m,晴,良
17,7,ミスマンマミーア,タニノギムレット,サンデーメモリー,牝,4,-2,浜中俊,16,寺島良,芝,右,2200m,晴,良
18,1,ブライトムーン,ルーラーシップ,ルアシェイア,牝,5,2,福永祐一,15,大久保龍志,芝,右,2200m,晴,良
1,3,インディチャンプ,ステイゴールド,ウィルパワー,牡,4,-4,池添謙一,3,音無秀孝,芝,右,1600m,晴,良
2,7,ダノンプレミアム,ディープインパクト,インディアナギャル,牡,4,-2,川田将雅,1,中内田充正,芝,右,1600m,晴,良
3,4,ペルシアンナイト,ハービンジャー,オリエントチャーム,牡,5,6,O.マーフィー,6,池江泰寿,芝,右,1600m,晴,良
4,2,マイスタイル,ハーツクライ,ファーストナイナー,牡,5,4,田中勝春,10,昆貢,芝,右,1600m,晴,良
5,1,ダノンキングリー,ディープインパクト,マイグッドネス,牡,3,-2,横山典弘,2,萩原清,芝,右,1600m,晴,良
6,6,カテドラル,ハーツクライ,アビラ,牡,3,10,武豊,13,池添学,芝,右,1600m,晴,良
7,5,クリノガウディー,スクリーンヒーロー,クリノビリオネア,牡,3,4,藤岡佑介,12,藤沢則雄,芝,右,1600m,晴,良
8,1,グァンチャーレ,スクリーンヒーロー,チュウオーサーヤ,牡,7,2,松岡正海,11,北出成人,芝,右,1600m,晴,良
9,2,レッドオルガ,ディープインパクト,エリモピクシー,牝,5,-2,岩田望来,15,藤原英昭,芝,右,1600m,晴,良
10,8,ダイアトニック,ロードカナロア,トゥハーモニー,牡,4,-4,C.スミヨン,4,安田隆行,芝,右,1600m,晴,良
11,4,プリモシーン,ディープインパクト,モシーン,牝,4,-10,W.ビュイック,9,木村哲也,芝,右,1600m,晴,良
12,7,タイムトリップ,ロードアルティマ,ミルフォードスバル,牡,5,6,幸英明,17,菊川正達,芝,右,1600m,晴,良
13,3,フィアーノロマーノ,Fastnet Rock,Heart Ashley,牡,5,8,藤岡康太,14,高野友和,芝,右,1600m,晴,良
14,6,モズアスコット,Frankel,India,牡,5,0,和田竜二,7,矢作芳人,芝,右,1600m,晴,良
15,8,レイエンダ,キングカメハメハ,ラドラーダ,牡,4,-2,C.ルメール,8,藤沢和雄,芝,右,1600m,晴,良
16,5,アルアイン,ディープインパクト,ドバイマジェスティ,牡,5,10,R.ムーア,5,池江泰寿,芝,右,1600m,晴,良
17,8,エメラルファイト,クロフネ,セトウチソーラー,牡,3,0,石川裕紀人,16,相沢郁,芝,右,1600m,晴,良
1,3,スワーヴリチャード,ハーツクライ,ピラミマ,牡,5,2,O.マーフィー,3,庄野靖志,芝,左,2400m,曇,重
2,1,カレンブーケドール,ディープインパクト,ソラリア,牝,3,2,津村明秀,5,国枝栄,芝,左,2400m,曇,重
3,2,ワグネリアン,ディープインパクト,ミスアンコール,牡,4,-4,川田将雅,2,友道康夫,芝,左,2400m,曇,重
4,8,マカヒキ,ディープインパクト,ウィキウィキ,牡,6,2,武豊,12,友道康夫,芝,左,2400m,曇,重
5,4,ユーキャンスマイル,キングカメハメハ,ムードインディゴ,牡,4,0,岩田康誠,4,友道康夫,芝,左,2400m,曇,重
6,4,ダイワキャグニー,キングカメハメハ,トリプレックス,牡,5,6,石橋脩,14,菊沢隆徳,芝,左,2400m,曇,重
7,7,エタリオウ,ステイゴールド,ホットチャチャ,牡,4,-16,横山典弘,9,友道康夫,芝,左,2400m,曇,重
8,3,ムイトオブリガード,ルーラーシップ,ピサノグラフ,牡,5,0,C.ルメール,7,角田晃一,芝,左,2400m,曇,重
9,6,シュヴァルグラン,ハーツクライ,ハルーワスウィート,牡,7,0,C.スミヨン,8,友道康夫,芝,左,2400m,曇,重
10,5,ルックトゥワイス,ステイゴールド,エスユーエフシー,牡,6,-2,L.デットーリ,6,藤原英昭,芝,左,2400m,曇,重
11,5,レイデオロ,キングカメハメハ,ラドラーダ,牡,5,4,W.ビュイック,1,藤沢和雄,芝,左,2400m,曇,重
12,2,ウインテンダネス,カンパニー,モエレメルシー,牡,6,-2,田辺裕信,15,杉山晴紀,芝,左,2400m,曇,重
13,8,ジナンボー,ディープインパクト,アパパネ,牡,4,8,R.ムーア,11,堀宣行,芝,左,2400m,曇,重
14,6,ダンビュライト,ルーラーシップ,タンザナイト,牡,5,-6,松若風馬,10,音無秀孝,芝,左,2400m,曇,重
15,7,タイセイトレイル,ハーツクライ,マザーウェル,牡,4,2,M.デムーロ,13,矢作芳人,芝,左,2400m,曇,重
1,3,クリソベリル,ゴールドアリュール,クリソプレーズ,牡,3,11,川田将雅,2,音無秀孝,ダート,左,1800m,晴,良
2,6,ゴールドドリーム,ゴールドアリュール,モンヴェール,牡,6,10,C.ルメール,1,平田修,ダート,左,1800m,晴,良
3,2,インティ,ケイムホーム,キティ,牡,5,-4,武豊,3,野中賢二,ダート,左,1800m,晴,良
4,2,チュウワウィザード,キングカメハメハ,チュウワブロッサム,牡,4,1,福永祐一,5,大久保龍志,ダート,左,1800m,晴,良
5,6,キングズガード,シニスターミニスター,キングスベリー,牡,8,-4,秋山真一郎,13,寺島良,ダート,左,1800m,晴,良
6,3,オメガパフューム,スウェプトオーヴァーボード,オメガフレグランス,牡,4,-6,L.デットーリ,4,安田翔伍,ダート,左,1800m,晴,良
7,8,ヴェンジェンス,カジノドライヴ,スペシャルクイン,牡,6,2,幸英明,10,大根田裕之,ダート,左,1800m,晴,良
8,1,タイムフライヤー,ハーツクライ,タイムトラベリング,牡,4,10,O.マーフィー,8,松田国英,ダート,左,1800m,晴,良
9,4,ウェスタールンド,ネオユニヴァース,ユーアンミー,せん,7,2,C.スミヨン,6,佐々木晶三,ダート,左,1800m,晴,良
10,8,ロンドンタウン,カネヒキリ,フェアリーバニヤン,牡,6,12,岩田康誠,14,牧田和弥,ダート,左,1800m,晴,良
11,4,ワンダーリーデル,スタチューオブリバティ,アストレアピース,牡,6,4,横山典弘,11,安田翔伍,ダート,左,1800m,晴,良
12,1,モズアトラクション,ジャングルポケット,エーシンラクーリエ,牡,5,0,藤岡康太,12,松下武士,ダート,左,1800m,晴,良
13,5,ミツバ,カネヒキリ,セントクリスマス,牡,7,9,和田竜二,15,加用正,ダート,左,1800m,晴,良
14,7,ワイドファラオ,ヘニーヒューズ,ワイドサファイア,牡,3,-2,M.デムーロ,9,角居勝彦,ダート,左,1800m,晴,良
15,5,サトノティターン,シンボリクリスエス,マチカネチコウヨレ,牡,6,6,R.ムーア,7,堀宣行,ダート,左,1800m,晴,良
16,7,テーオーエナジー,カネヒキリ,シルキークラフト,牡,4,6,川須栄彦,16,宮徹,ダート,左,1800m,晴,良
1,2,レシステンシア,ダイワメジャー,マラコスタムブラダ,牝,2,-4,北村友一,4,松下武士,芝,右,1600m,曇,良
2,5,マルターズディオサ,キズナ,トップオブドーラ,牝,2,4,田辺裕信,6,手塚貴久,芝,右,1600m,曇,良
3,5,クラヴァシュドール,ハーツクライ,パスオブドリームズ,牝,2,2,藤岡佑介,3,中内田充正,芝,右,1600m,曇,良
4,2,ウーマンズハート,ハーツクライ,レディオブパーシャ,牝,2,14,W.ビュイック,2,西浦勝一,芝,右,1600m,曇,良
5,1,ヤマカツマーメイド,ロードカナロア,ヤマカツマリリン,牝,2,0,武豊,7,池添兼雄,芝,右,1600m,曇,良
6,8,リアアメリア,ディープインパクト,リアアントニア,牝,2,0,川田将雅,1,中内田充正,芝,右,1600m,曇,良
